Unnamed: 0,user_key,tweet_text_only
43,hyddrox,Obama's a Muslim &amp; this video from  proves it! Even  admits Obama's training protesters/jihadists!  htt…
44,hyddrox, Who is your  favorite?
45,willisbonnerr," As Black People we need to Support,Love and have mutual respect amongst each other without that there wil…"
46,patriotblake,This is the woman who squashed a mans testicles and shoved a 3 ft pole up his rectum for $9k She was invited guest speaker…
47,johnbranchh,"hah, not a scooter at last"
48,lagonehoe,Tried to tell the  staff this today
49,leroylovesusa,Looks like an attempt to gauge LEO response and they got none until after the incident
50,queenofthewo,Watch plenty of Krampus movies
51,evagreen69,Follow Mio Paisan       WE Love REAL TALK 
52,_billy_moyer_,One of the best live performances ever
53,margarethkurz,"Kanzlerin, die von dem Volk gewählt wurde!"
54,mrclydepratt,J Cole Grants Wish For Young Fan With Cancer
55,jeffreykahunas,Teenage    gets 12 years in prison for attempted murder in  stabbing
56,pamela_moore13,"Deceitful Media caught on act when trying to drive the ""Donald Trump is racist"" rhetoric"
57,jeffreykahunas,[
58,ameliebaldwin,"DEMOCRATS,,WOMEN ,,BILL CLINTON HAS  ABUSED"
59,usa_gunslinger,"What the Hell, this isn't English"
60,patriotblake,"New post: ""Cost to fix Michigan sinkhole estimated at more than $78M"""
61,dorothiebell,      
62,brianaregland,BURR!
63,patriotblake,A picture you will never see on  or   Thumbs up for Trump 👍
64,malloryjared,[FLMAG] 
65,patriotblake,Wikileaks E-Mails:  Hillary Clinton Blackmailed Bernie Sanders
66,blackmattersus,Clinton’s VP Choice: More Harm Than Good
67,atlanta_online,"Hillary Clinton vows to fight, lead for all as she accepts   |"
68,ameliebaldwin,I don't know about Hilary Clinton having a body double but it's super weird that she came out by herself considering s…
69,judelambertusa,I ALWAYS do like this
70,queenofthewo,"To quote Elaine Benes: Fake,Fake,Fake!!"
71,thefoundingson,Time to get your unemployed millennial asses off the couch and get a job!
72,giselleevns, the game starts in 5 minutes
73,jasper_fly,"WHAT?!? OMG, How could  cancel  It is the only news show I can't miss Bad decision- Please RE…"
74,ryanmaxwell_1,"Obama and the looney left want to take our guns away, bring hordes of radical Muslims"
75,hyddrox,After Hillary Clinton Caught 4attempting 2take advantage of Americans hardships &amp;tears changes Strat  ht…
76,ameliebaldwin,Hillary Clinton: Donald Trump’s Veterans Press Conference ‘Disgraceful’ - Breitbart
77,bigboysneed,"Video) Jeezy On Donald Trump: “If He Was A Rapper Right Now, He’d Be Tupac” 🤔"
78,giselleevns,Those  they don't actually have to think before they say anything become Donald Trump when they grow up
79,traceyhappymom,to be my best friend
80,baobaeham,tan lines
81,evagreen69,Michelle Obama Tells San Bernardino Victims’ Families That She Will Rap For Them -
82,daileyjadon,I  but I'm eating And running BYE
83,melanymelanin,Prince produced the entire 9-track album 'Batman' for the 1989 Tim Burton live action movie It sold 43M copies
84,priceforpierce,we just mustn’t accept any refugees after
85,march_for_trump,"Join the flashmob across the state of Florida to support Mr Trump on August, 20 Check the details on our page"
86,finley1589,"""The arrogance of Washington DC will soon come face to face with the righteous verdict of the American voter"" --"
87,laurabaeley,"Mexican congressman climbs border fence to prove a point, but he didn’t really think it through  h…"
88,ameliebaldwin,So was John Gotti Does that mean he was morally innocent until the last investigation that sent him to prison ? Hi…
89,jenn_abrams,"The most honest Hillary's poster I've seen 😂
Good morning, guys"
90,heyits_toby,"Until you spread your wings, you'll have no idea how far you can fly"
91,brianthelifter,Yes Otherwise what they say with regards to  is rhetoric and uninformed opinions  Why wouldn't you visit? https…
92,johnbranchh,"out of humbleness, Prophet used to sit with the poor, the needy"
93,priceforpierce,Tax avoidance costs us all Read what's being done to make it more difficult →
94,patriotblake,"Hey  this message is for you Pack it up &amp; go home Hillary,America is done with you TRUMP is our man http…"
95,ten_gop,"Jon Voight: Let Donald Trump know we are completely behind him, and may God give him the strength to continue his c…"
96,ameliebaldwin,I will replay this for hours and hours and make sure all my future kids and grandkids watch this Trump Press Conferenc…
97,ryanmaxwell_1,NORAD Cmdr Sr Gen Staff involved in Cover-up   
98,onlinecleveland,Republican strategist Grover Norquist explains Donald Trump's appeal (video): Longtime Republican strategist Gro
99,evewebster373,waiting to see if leonardo will win an oscar tonight
100,hollandpatrickk,‘OVERWHELMING MAJORITY OF VIOLENT CRIMINALS ARE DEMOCRATS’
101,manuelkrosss,Wie sollte die Debatte �ber  gef�hrt werden?
102,puredavie,"saying ""I told you so"" to critisize a new president"
103,ten_gop,"Reminder: Hillary caught using a child actor‼️ at her townhall in Haverford, PA"
104,jacquelinisbest,"If you have an opportunity today, buy an officer a cup of coffee or even lunch They deserve it!"
105,brianaregland,this was very close to being a fifty tweet thread w moodboard but 👀🤐
106,klara_sauber,Eine Eilmeldung Möglicherweise
107,hiimkhloe,Beyonce lowkey was paying homage to the late great Michael Jackson ✊
108,hyddrox,Dem Civil War: Pelosi Fires Back at Warren | LifeZette
109,patriotblake,"Go back to HELL, Hillary!!!"
110,thefoundingson,George Soros owning voting machines in 16 states is what suppresses the vote
111,todaypittsburgh,2015 Steelers Fan Blitz takes over Heinz Field
112,hollandpatrickk,California's bullet train is hurtling toward multibillion-dollar overrun
113,puredavie,The Sexy Factor
114,patriotblake,Trump's transition team signals return to GOP establishment
115,jacquelinisbest,
116,cassishere,Profile on what RNC &amp;  Engagement Director  is doing to engage Christian conservatives
117,brianaregland,I will bet cash money Trump doesn't know what district John Lewis represents
118,dorothiebell,ENOUGH SAID!!!!
119,mrclydepratt,This so much
120,evewebster373,My favorite texts are the ones where you re-read and it still puts a smile on your face like it's the first time you read it
121,puredavie,Ivanka or Tiffany?
122,taraformation,Fact
123,hyddrox,
124,amandavgreen,or
125,leroylovesusa,HOPE (Hold On Pain Ends
126,jacquelinisbest,Benghazi Marine: Clinton Put Her Political Career Ahead Of Doing What&amp; Right
127,mr_clampin,Tom and Jerry Springer  
128,margarethkurz,Das Totenglöckchen wegen der  läutet schon
129,cassieweltch,I'm gonna be a slutty [insert literally anything] for Halloween
130,evagreen69,foundation welcomes bruce fenton as new executive director
131,klara_sauber,Sie hat keinen so teuren Frisur wie
132,dailysanfran,AP FACT CHECK: Claims in the VP debate
133,hollydler,MT  The Obama administration has perpetrated one scam after another for special interests
134,cookncooks,Obama gives farewell speech in Murder Capital Chicago
135,westernwindwes,really inspirational!!
136,ten_gop,"the man who took on:

The political class;
The media;
Hollywood;
Wall Street;
Rigged polls

An…"
137,garrettsimpson_,Liberty and freedom once lost is lost forever
138,melvinsroberts,"I wake up for work, and also every other moment of the day"
139,michellearry,How about some
140,datwisenigga,"Thread🖒Perfect allegory 4  Because  ""Leaders"" are full of 💩  "
141,randolphburrr,"Mark Cuban: Trump's 'dream scenario' is to lose election, boost net worth  via "
142,_billy_moyer_,"When someone loves you, the way they say your name is different You know that your name is safe in their mouth"
143,jeannemccarthy0,No acknowledgement in statement from  that he previously said he would BACK Osborne's Fiscal Charter Now…
144,puredavie,My skeletons have their own closets
145,javonhidp,Brilliant
146,paolakinck,Kaine is a serious candidate Because he's fluent in Spanish Nothing else
147,_billy_moyer_,"Well you do what you do and you pay for your sins, and there’s no such thing as what might’ve been, that’s a waste of time"
148,_billy_moyer_,"""How I Would Lead""      "
149,finley1589,Holy shit The DNC has an automated system that allows them to rewrite state voter rolls
150,queenofthewo,honey go while you have the chance
151,ameliebaldwin,"Trump: Clinton’s ""Basket of Deplorables"" Comment Shows ""Bigotry and Hatred for Millions of Americans"""
152,melvinsroberts,it'll be the voice against the coming administration
153,rh0lbr00k,"If Trumps Wins, Hillary and Bill Clinton Go To Jail!  via "
154,travisrespek,The real reason we have an Electoral College: to protect slave states  via 
155,traceyhappymom,the BMW - 52s
156,traceyhappymom,Look RT Nomysahir: The NeverEnding Story of O  midnight
157,dorothiebell,This is getting serious This calls for serious action!
158,finley1589,"Trump’s maternity plan may sound good to some, but it’s just a sliver of what he could be doing to help families"
159,melvinsroberts,
160,phoenixdailynew,"Corey Lewandowski, mischief maker: Some Trump allies are convinced that the former campaign manager is trying"
161,ameliebaldwin," I find it very condescending, and bigoted, for anyone to presume that obtaining a voter ID is too hard for minori…"
162,hyddrox,It kinda makes me happy Clinton hates me
163,chesplayschess,"Now the PC  says St Cloud stabbings are ""being investigated as a POTENTIAL act of terrorism"" OMG, Obama the PC President…"
164,patriotblake,
165,wadeharriot,Egypt’s President Al-Sisi Will Meet Donald Trump For First Time During New York Visit…
166,chicagodailynew,"BREAKING: Gov Mike Pence’s Plan Slides Off Runway, No Apparent Injuries"
167,patriotraphael,"Congratulations to Donald Trump, our first president to be metal as fuck"
168,laurabaeley,
169,mr_clampin,""""
170,patriotblake,What is wrong with people? Just stop It's not cute or funny
171,jasper_fly,"It's okay if you fuck up, everything will go back to normal next episode"
172,margarethkurz,Wunderbaren  😍!
173,giselleevns,I'm watching you
174,lazykstafford,USA is a country of great people We'll stop useless deaths
175,ameliebaldwin,Are you SURE Pizzagate is fake news?
176,hyddrox,But I was told Mr Trump lied when he said some places could see 100%+?
177,internalmemer,Trump can't run his own Twitter but people think he can run a country Y'all wild
178,giselleevns,I ate so much I clogged the toilet this morning
179,jacquelinisbest,Which bleeding heart liberal let this Somali ticking time bomb into our country to slay our law-abiding citizens?
180,kathiemrr,pretend to be schizophrenic in job interviews
181,daileyjadon,Velveeta cheese &amp; Twinkies are the recommended fare for End Days At least for Midwestern survivalists…
182,malloryjared,RISE UP
183,lazykstafford,British sprinter Adam Gemili is warming up for a hot medal summer
184,tpartynews,"Obama: ""For more than a thousand years people have been drawn to Islam's message of peace"""
185,priceforpierce,"Handful of self-entitled, fat, ugly feminists trying to get arrested in desperate attempt to impress any man"
186,giselleevns,millennials are the worst
187,ryanmaxwell_1,Cruz Apologizes to Carson for [Convenient] 'Mistake' on Carson Dropout Rumor
188,phoenixdailynew,'LET'S SEE THIS THROUGH'  GOP brass rally party behind  Trump after convention nomination:
189,mil0blake,"RT  When a terrorist act happens, assume, it is Islamic Wait two hours to find out, that you were right"
190,evewebster373,everyone!
191,watchmewalkin,"Listen idiot, I'm an opinion writer Opinions r by nature/design not objective but subjective Pls get a dictionary… http…"
192,leroylovesusa,Brain Flushings: Iraqi forces raise flag at Mosul U  via 
193,mr_clampin,bacon
194,queenofthewo,Private discussions with sock puppets
195,c__wells,Why I need a credit card? What you think this cash for?
196,melanymelanin,You should read these replies
197,javonhidp,I told her I agreed with her! LOL
198,patriotblake,Make this your profile picture if you voted today!
199,notritahart,"""Not Penny's Boat"" Ha!"
200,erofeenkoanton,"Chicago Blacks: ""Obama will go down as the worst President EVER"""
201,laurabaeley,Video of incredibly rare ghost shark released online
202,patriotblake,"Проезжал сейчас по Садовому кольцу мимо старого здания посольства США: оно обнесено бетонными блоками, на них надпись ""К…"
203,giselleevns,the food's not ready yet
204,datwisenigga,CUPID &amp; the DANCE PARTY Express BAND like this page y'all! Big shows coming up!
205,hyddrox,People believe from instinct  The Roman gods became ridiculous when the Roman emperors did  PC is the equivalent of…
206,emileewaren,12 March        to
207,jeannemccarthy0,i no longer have the energy to do all nighters like i used to now i need 8 hours of sleep
208,_nickluna_,Madonna 'vagina tat' to protest Trump
209,brianaregland,So many weddings and birthdays these first couple of months
210,happkendrahappy," ""I'm sick &amp; tired of listening to people like you"" ---  to mouthy "
211,chrixmorgan,"""Donald Trump is "" &lt;remove cranberry sauce&gt;"
212,washingtonline,Donald Trump polls Texas audience on the fate of 11 million people
213,melvinsroberts,no iPhone charger
214,mrclydepratt,Don't get mad at me because you fucked up
215,datwisenigga,  The data on White privilege is legion Here's just a taste 
216,ten_gop,Poll: 74% Voters Reject Obama’s Middle East Refugee Plan
217,rh0lbr00k,Hillary Clinton isn't the only Dem with an email problem:
218,logan_whatsup,"Little Phoenix boy has big foe, but a lot of super powers"
219,traceyhappymom,theres no food in the house
220,jeannemccarthy0, very Obama like😂
221,hyddrox,BOOM! Trump: Hillary Clinton Wants to Abolish Borders She’s Supposed to Be Protecting (VIDEO
222,queenofthewo,Elevator ride with Ray Rice
223,ameliebaldwin,Trump's newest legal problem: Cuba
224,margarethkurz,und  kritisieren Demoabsage von Ditib
225,giselleevns,some people didn't think that women aren't capable of doing a man's job Women can do anything just l…
226,leroylovesusa,Top 10 Sacha Baron Cohen Moments
227,jenn_abrams,"A contemporary history lesson in American college
What a time to be alive!"
228,johnbranchh,anybody in a mood to chat? 💬 💬 💬
229,ameliebaldwin,"Seriously, sheesh!     "
230,notritahart,
231,ameliebaldwin,"If  thinks she'll win NH without any Trump supporters, she's dreaming Buh-bye 👋 Kelly!"
232,melvinsroberts,the whiskey runs out
233,johnbranchh,and remember - all cops are cowards
234,_billy_moyer_,MT  Confederate flags burn in  &amp; across America as citizens revolt against
235,jeannemccarthy0,Church Of England Group Wants To Call God A 'She'
236,garrettsimpson_,Kill white people
237,hyddrox,There goes the YouTube story:
238,paolakinck, 
239,daileyjadon,Enjoy all things and leave the rest to Santa!
240,finley1589," ~  repulsive LIES are in check with the number of  she deleted33,000 and countin…"
241,thefoundingson,Anti-trump protestors often do act like children
242,paolakinck,OBAMA IS A TERRORIST !!! SECRETLY GAVE
243,evewebster373,some girls were just born with glitter in their veins
244,mrclydepratt,"Welcome to  by  WHERE ""Our Business Is YOU"" What's your business?"
245,worldnewspoli,VIDEO : Trump Will Give Blacks Real HOPE AND CHANGE!
246,michellearry,John Kasich makes third campaign trip to Michigan
247,_nickluna_,Wanna hear a joke?
248,rightnpr,45 more days till election day!
249,paulinett,"Facebook Stories falls flat It just doesn't work IG stories was a hot, they should've stopped the copying there"
250,mr_clampin,Today in a picture
251,queenofthewo,accepting that separation of church &amp; state means something
252,malloryjared,BofA's James Diamond made probably 400 times the salary of the President
253,prettylaraplace,Obama using tribal governments as pawns in federal land grab scheme
254,giselleevns,eeeew
255,lelandgraves_,incidents make people feel like tracked animal It's sad
256,leroylovesusa,"Today's the day, go out and vote for Trump"
257,mrclydepratt,I'm Selectively compationate 
258,melvinsroberts,Lennon or McCartney?
259,watchmewalkin,Blaine Trump (brother's wife) started God's Love We Deliver Melania has done nothing but attend galas…
260,hyddrox,entire media doing the hyping
261,patriotblake,"Please Ppl, give  one more week to save th world, two weeks is not quite enough for him or any Preside…"
262,kathiemrr,tell them I'm not the employee they are looking for
263,queenofthewo,  Are You Smarter Than a Fifth Grazer
264,anthonywoodboy,AMERICA’S FIRST CRIME FAMILY  via 
265,baobaeham,The promise of a new day in New Orleans 🌞
266,ameliebaldwin,"ThankYouBernie: burnodo ActualFlatticus he's also got a problem with GGreenwald and the biggest DNC whistle-blower, CharlesOr…"
267,leroylovesusa,"Good to see that Muslims in Rochdale are making a real effort to integrate into BritainHang on Oh dear, ho…"
268,paolakinck,Trump has a history of questioning Clinton's health
269,giselleevns,The Lannisters send their regards!
270,judelambertusa,"Yeah Trump is the treasonous one, not Hillary who sold US favors for money   "
271,kansasdailynews,Obama’s Kenyan half-brother says he supports Donald Trump
272,stanleyparris,"Yes, please"
273,mrclydepratt,Going to sleep in peace thankful for each seed of hope
274,mr_clampin,Get the Latest DueyDialer
275,hollandpatrickk,Probe into Russian interference with US elections getting set to launch – by Senate Republicans
276,hyddrox,"Hillary's EVIL ways may have helped her strategically but they bring no loyalty, she will lose on November 8th…"
277,jasper_fly,best chain smoker
278,stanleyparris,"National embarrassment, Jesus"
279,baobaeham,LL Cool J - Doin' It :: Tune In:
280,jeffreykahunas,"Commit your work to the Lord , and your plans will be established"
281,thefoundingson," He also lost the popular vote, you forgot to mention it"
282,jasper_fly,Turn the Christmas lights on
283,michellearry,MT  DEMS found ways to LAUNDER MONEY that would make the MOB green with envy!
284,ryanmaxwell_1,The Nation doesn't deserve another spectacle of a Clinton in the WH
285,leroylovesusa,I will not be taking my OV to Tennessee anymore
286,hollandpatrickk,7 Things To Show That You Are Not Living In The “Land of the Free”
287,giselleevns,Ordering a Big Mac to each of my Chinese friends
288,giselleevns,"It does not matter  or if Trump does, it is a lose-lose situation"
289,giselleevns,The Day X is coming!
290,ogdeandre,"Donald, men don't talk about women like that Assholes do Here are some thoughts on what worries me about a Trump…"
291,finley1589,What Could Be Worse For Our Country
292,daileyjadon,Cash Me if You Can   
293,traceyhappymom,The guy in the tutu in church twerking along to the offertory!
294,evagreen69,Texas Democrats Indicted for Buying Votes With Cocaine
295,lazykstafford,And you ain't seen nothing yet  will make  great again 🍺🍺🍺
296,patriotblake, is that you in the pic? Thought so!
297,giselleevns,Right here waiting all by myself in the air tonight
298,heyits_toby,Nice!
299,toneporter,Debate watch:
300,cassieweltch,Blue Man Droop  
301,kathiemrr,I'm not only a client I'm the US President
302,queenofthewo,Burned coal is better than no coal!!
303,ryanmaxwell_1,He had guts to drop the bomb
304,cassishere,"That  reject Gen 1:27 to its face, via their policies, should lose them *every* Christian's vote  h…"
305,jasper_fly,NBC Nightly Huey Lewis and the News
306,heyits_toby,I guess that 90% tax rate didn't workkinda of surprised  Not!
307,hyddrox,
308,southlonestar,No more corrupt politicians Clintons must be the first to jail next to Obama
309,dorothiebell,
310,thefoundingson,Ted Cruz endorses
311,patriotraphael,All the candidates have great plans  has actions
312,tpartynews,Obama and Obama do their best to make everyone feel like we're strangers in this country
313,hollandpatrickk,Aiming is useless until you learn these 3 shooting secrets
314,michellearry,"Wow, the brilliant Andrew McCarthy of  is supporting  for president!"
315,queenofthewo,The last step at the top of the stairs
316,queenofthewo,140 characters can be worth 1000 words
317,pamela_moore13,"NBC Donated $56 Million To Democratic Party, Provided First Debate’s Moderator"
318,pamela_moore13,"""No nation"" ""No borders"""
319,stlouisonline,Right-to-work fuels GOP state Senate primary race in St Charles County
320,datwisenigga,Wow
321,brianaregland, 
322,chadsloyer,Bada bing  really you thought that was Comeback but then you do follow trump don't take much to make you h…
323,hyddrox,DONT YOU JUST HATE IT when you go out and buy something and that night you find a COUPON in your Local Paper! PLS RT https:…
324,ameliebaldwin,Exaggeratng idiot doesn't know both Obama &amp; Clinton had similar temp bans from Muslim countries
325,hyddrox,A Week of Terror and Diversity in Europe
326,jeffreykahunas,    we have to pay a fine every month for insurance we don'…
327,worldofhashtags,Make America Stronger Together Again ✌️
328,_nickluna_,British link to 'snuff' videos
329,baobaeham,"  I just said almost exactly this to you! The  attacks are a reprise of 2016, now with…"
330,micparrish,Maybe you should get your lazy ass a job RT  Can't wait until I have a little extra cash so I can donate to…
331,datwisenigga,"Me: Despite its full and thorough playedoutness, this gif is one of my great loves Never gets old"
332,cynthiamhunter,
333,giselleevns,"Do unto others  No, no more, it stops there"
334,ameliebaldwin,"Thank you to Bob Woodward who said, ""That is a garbage documentit never should have been presentedTrump's right…"
335,jasper_fly,  Sound emojis Got to save bandwidth and 140 characters
336,leroylovesusa,در سقوط به كابوس خودكامگی:
337,laurabaeley,Protests erupt on streets
338,judelambertusa,Man Who Died For One Hour Explains What He Experienced After Death
339,datwisenigga,US prescription drug spending as high as $610 billion by 2021: report  via  down to $61 in…
340,michellearry,"Apple is beefing up its beats in other apps, too: GarageBand just got a major update"
341,puredavie,"Free people, remember this maxim: we may acquire liberty, but it is never recovered if it is once lost  – Rousseau"
342,javonhidp,I just did it in Maryland!!!
343,melvinsroberts,You say totes
344,evagreen69,"POWERFUL SHOW ""Obama Insanity! (12/29) ""Special Roundtable Tackles Racism &amp; Anti-Semitism!"""""
345,hollandpatrickk,"""Using Holidays as a Distraction, Obama Just Signed NDAA “Propaganda” Provision to Destroy Free Press"
346,brianaregland,Since like 2005 tbh
347,ameliebaldwin,that's stupid we pay in every paycheck they have NO rights to cut payments We need to cut their paychecks!
348,pati_cooper, THE SECOND AMENDMENT IS MY GUN PERMIT  ISSUE DATE: 12/15/1791 EXPIRATION DATE: NONE
349,mil0blake,Pregnant/Parenting Student Scholarship for fellow Aggies! Please help us support them!
350,mrclydepratt,So this is what its for
351,brianaregland,"I'm not supposed to have condensed milk, and guess what I just had"
352,notritahart," Hello Dolly,Hello Kitty"
353,laurabaeley,WTF? Florida Jailers Won’t Face Charges For Boiling A Man Alive (VIDEOS
354,evewebster373,"I need to live my own life, follow my own path I wish for things to change, and that's the problem –Merida (Brave"
355,hollandpatrickk,"Meaningless, since he endorsed Bernie"
356,hyddrox,"  I was at the rally on Melbourne, Fl and it was a beautiful moment seeing everybody bowing thei…"
357,giselleevns, lol
358,cynthiamhunter,Be the voice for these 4 men that Hillary left for dead
359,paulinett,"Mount Vernon police officer wounded in shooting, standoff ends via "
360,giselleevns,the pox
361,brianaregland,"""No One Else"" by Amel Larrieux ♫"
362,ameliebaldwin,"""The one thing Donald Trump said that was the most important of the presidential race"" My column today-&gt;"
363,garrettsimpson_,US Declaration of Independence How it wrought Unprecedented Change to the World that we still feel today:
364,logan_whatsup,Today is the sort of day where the sun only comes up to humiliate you  – Chuck Palahniuk
365,rh0lbr00k,PROUD TRUMPSTER    HILLARY    Add me ‼️💙🇺🇸
366,daileyjadon,Money Shot-Put   
367,_nickluna_,Juanita thank you for speaking the truth It takes great courage 2go against the   machine
368,paolakinck,Bill Clinton’s Girlfriend: Hillary Hates America  via 
369,datwisenigga,"I am the solution to all my problems, as I am the problem to all my solutions 11:11"
370,emileewaren,He had no fear and was really strong willed
371,baobaeham, We PAY MORE
372,ameliebaldwin,Make America Great Again!
373,prettylaraplace,Dr Sebastian Gorka Says Trump Is Right: 'Good Generals Have Been Removed' While 'Political Yes-Men Have Survived'
374,heyits_toby,I'm sure the color blind bigoted cry babies will also boycott the NBA
375,gab1aldana,Establishment politics is bullshit Do you really want more of the same? Obama and the climate crisis:
376,prettylaraplace,"Hillary Clinton Gets Away With Everything! Perjury, Bribery"
377,cassieweltch,"1) Lincoln, Roosevelt, Truman, Reagan; they all loved her now it's President Comacho  2) ouch, my balls!"
378,puredavie,family is everything ♥
379,puredavie,"Until all the rumors about  dressing up as his grandmother and fellating homeless guys are proven false, it'll re…"
380,ilikebigbuttand,
381,ameliebaldwin,"day break poll trump still in great lead since dirty talk broke, actually rose w/ women"
382,southlonestar,Blood of police officers in Dallas are on Obama's hand And on every Democrat supporting him or Hillary Clinton
383,micparrish,Perfection describes neither good nor bad
384,puredavie,Exactly Disgusting
385,dorothiebell,OBAMA's LEGACY IS ISIS
386,ryanmaxwell_1,Double tap if OBJ is a living legend
387,crystal1johnson,doesn’t mean other lives don’t — it’s simply asking that the black community also achieves the ju…
388,hyddrox,"  To reach the undecided, &amp; Bernie/Jill DemExiters, &amp; independents, use hashtag"
389,ten_gop,"Black cop shoots black man 

Brother of  says ""all white people are the devil""

How is that??…"
390,queenofthewo,Hell of a ride
391,jasper_fly,
392,daileyjadon,President of the United States Bucket List Check
393,gloed_up,The worst case scenario we all knew was coming when trump got elected
394,mr_clampin,King of The Battle of Bunker Hill  
395,willisbonnerr,High performance High expectations
396,luke_jones13,This is why we've reiterated that the polls are rigged and the election might also be
397,malloryjared,"coffee is my passion…well, at least now"
398,ameliebaldwin,MIC DROP!!! GO GIRL!!!   VOTE TRUMP PENCE!!!!!
399,cassieweltch,Four More Years of the Full Dinner Pail
400,ameliebaldwin,Singer who quit Trump inauguration: How could he attack John Lewis?
401,queenofthewo,never ever talk about Pokemon Gp
402,jeannemccarthy0,MT  Hebrews 13:8
403,paolakinck,Is this the leader that will fight ISIS &amp; take our country out of the ditch Obama put us in?   https:…
404,jacquelinisbest,Racist b**** Tells her rich buddies that blacks and Muslims will never succeed regardless of circumstances Gotta Be jew…
405,giselleevns,will be written in pencil
406,evewebster373,Preview: Blackhawks-Flyers
407,patriotraphael,。 You've adopted a vastly different image I see。Something change?
408,prettylaraplace,IBD) Obama  Only 85% Ready 2 Fight After Budget Cuts  -  999 -
409,johnbranchh,"DAILY MIRROR FRONT PAGE: ""Harry: My niece is a real beauty"""
410,datwisenigga,Never Leave 🙌 
411,willisbonnerr, We need Shepard Smith to do an intervention
412,dorothiebell,RT  So sad this morning to hear of what happened in Brussels
413,emileewaren,Gotta love  new hat On Sun  wore  it's a nice swipe at recount efforts  
414,hollydler,MT   'No individual too big to jail'
415,notritahart,"It's been real and it's been fun, but it hasn't been real fun"
416,malloryjared,"I WANT THIS WHOLE THREAD TATTED ON MY ENTIRE BODY,,,, GOOD SHIT RIGHT HERE"
417,mil0blake,"Christie on speaker's race: ""Who cares?They don't get anything done"""
418,wadeharriot,"Do you remember when those crazy McCain supporters took to the streets w/signs that read ""Fuck Obama"" and burned Am…"
419,_billy_moyer_,People must work together for a company to thrive
420,missourinewsus,The classified message on Israel Clinton VP candidate Tim Kaine was to deliver to Obama
421,kathiemrr,
422,anthonywoodboy,TRIGGER WARNING: THIS IS NOT FUNNY
423,ameliebaldwin,"Obama using Air Force One to fly around campaigning for  defines fraud, waste, and abuse! 😠😠"
424,daileyjadon,
425,jenn_abrams,"How are your Saudi friends doing, Hill?"
426,giselleevns,women who have to draw their own eyebrows on
427,leroylovesusa,ADL calls on Huffington Post to remove antisemitic Arabic-edition item
428,hollandpatrickk,
429,brianaregland,Black Girls &amp; Horror Comics: Malice In Ovenland
430,heyits_toby,"MT  Buying baby parts is OK, because you only pay for the box they come in!"
431,mr_clampin,working all day
