Unnamed: 0,user_key,tweet_text_only
60033,ameliebaldwin,"Pres Trump is already making waves at the office  Wants to be ""the President who will be remembered as a King"" His…"
60034,baobaeham,"For those who are unaware, the dept of agriculture is responsible for SNAP 21% in cuts can mean a lot more people goin…"
60035,cookncooks,When 'Journalism' Becomes The New Weapon Of Mass Destruction  via 
60036,jacquelinisbest,you see how ridiculous  is?       ❤️🇱🇷 https:…
60037,cassishere,"Except for African Americans, Muslims, Latinos, immigrants, women, veterans—and any so-called ""losers"" or ""dummies"" ht…"
60038,westernwindwes,GUEST Lecturer  - Who REALLY Controls America
60039,mr_clampin,MESSAGE READ: 17 Hours ago
60040,newarkvoice,Then and now: Christie's evolution on Trump's wall Mexico will pay for (VIDEOS
60041,pamela_moore13,Watch and RT: Black Trump Supporters Explain Why They are Voting for DONALD TRUMP!
60042,patriotraphael,Honest people wouldn't allow a government to disarm them!
60043,jacquelinisbest,Is there anybody who's not in bed with  Besides Bill that is
60044,michellearry,Jeb! should just drop out Going for another win with  in the    https:…
60045,cassieweltch," 😂😂😂😂😂😂  Sorry, LOL, u crack me up! Hope they gave u the good shit! Now TWEET!!"
60046,hollydler,Black people know when they're speaking to a racist Part II     http…
60047,margarethkurz,Türkei und Deutschland: Wer hat die Hosen an?  und das steht ihr 😊
60048,malloryjared,90 Magazine has an exclusive interview of Award Winning Female Rapper Toni Steelz  on sale here
60049,itstimetosecede,"Please, tell me, which part of THIS message don't you understand, Obama?"
60050,evewebster373,"they were still around but didn,t have the balls 2 say anything intill obozo was elect,d"
60051,patriotraphael,You don't have to have it all figured out to move forward
60052,emileewaren,is the very important day!
60053,giselleevns,get laid with that Mexican waiter i've crush on
60054,judelambertusa,MT  Respect our Military They fight  for your right to be free
60055,puredavie,It's difficult to follow your dream It's a tragedy not to
60056,happkendrahappy,Trump debate prep sked update:
60057,mrclydepratt,So excited to see this story in action! Get your copy now It's important to know our history!
60058,melanymelanin,Obama makes history by visit to Hiroshima bomb site:  (Photo: AP
60059,leroylovesusa,Do you believe that this election cycle is
60060,michellearry,"The GOP can't win on ideas They can only win by lying, cheating, and stealing So they do"
60061,hiimkhloe,You're very welcome 💓
60062,malloryjared,PETITION ( suite aux 31 jours de grève à  VIVE la   quel COMBAT ! ) :   
60063,cookncooks,
60064,daileyjadon,Trump is such a welfare case
60065,ryanmaxwell_1,HAVE YOU NOTICED LIBERALS ARE ALWAYS DEPRESSED?
60066,jacquelinisbest,"Cut her welfare, EBT, free medical, food stamps, cell phone"
60067,mil0blake,One way to make sure  doesn't pay would be to let the government run it ~ Ronald Reagan
60068,giselleevns,"When someone says TGIF a day too soon,  say SHIT: Sorry Honey,  It's Thursday   "
60069,wadeharriot,"So, to recap: President-elect Trump is demanding an apology from the cast of a Broadway show for asking VP-elect Pence to be…"
60070,jacquelinisbest,"Fake news media says Trump supporters are racist with no proof, yet no outrage over liberal communist professors calling for…"
60071,traceyhappymom,Smoke signaling using Bill's special cigars
60072,notritahart,  like Lincoln didliterally what the transcript saidhow is this a thing?
60073,realten_gop,"Sheriff David Clarke has always been on target 
RT if you also love him to show your support!"
60074,happkendrahappy,Paul Ryan Camp Linked to Trump Tape Dump–Is the GOP Trying to Get Rid of Donald?  GOP cares not what…
60075,mrclydepratt,"Out now go grab that new   , GS - OT"
60076,willisbonnerr,"Attention Doctors, Dentists, &amp; Vets: Arbimed Inventory will save time &amp; money Start a FREE TRIAL TODAY!"
60077,javonhidp,Hillary Clinton’s campaign would be wise to look to Street’s handling of the FBI bug if it hopes to weather the https…
60078,jeannemccarthy0,Mom Passes Deadly Hit-And-Run Not Knowing Victim Is Her Child
60079,judelambertusa,Free speech is a Constitutional right  💪
60080,cannonsher,President Obama News Conference – LIVE shortly on C-SPAN2
60081,brianaregland,"""What is the right way for black people to protest?"""
60082,jacquelinisbest,"LEAKED EMAIL: Clinton Camp on Obama Emails to Hillary, 'We need to clean this up’"
60083,melanymelanin,"No idea what the ""big picture"" is in terms of hotepness, other than alerting the world feminism is destroying the black family"
60084,ryanmaxwell_1,offered profane fire before the Lord which He had not commanded them So fire went out from the Lord and devoured them …
60085,patriotblake,"Trump is incorrect to say that US media is not covering  But often ""light"" revelations are selected instead o…"
60086,jasper_fly,I've got at least ONE more body cavity where I can stuff something else once I lifted it from a busted pack
60087,notritahart,why does inflammable and flammable mean the same thing?
60088,baobaeham,In that order lMAO
60089,carriethornthon,"Same reason  is flooding our nation with, as many, refugees he can before he leaves WH, to destroy the West https…"
60090,willisbonnerr,Bankroll Fresh - Poppin' Shit on
60091,michellearry,haha that’s great
60092,javonhidp,New Clinton Ad Featuring Cast Of ‘Empire’ Highlights Importance Of This Year’s Election
60093,cookncooks,"There’s nothing new about  It's about the talent, not about the color!"
60094,ameliebaldwin,Congratulations to Dr  on his approval as HUD Secretary!  A brilliant man for a brilliant job  Great things ahead!
60095,ten_gop,"🚨

 is trending on 
 
Folks, keep up the pressure!💪"
60096,gloed_up,He better hope i never meet him 😂
60097,finley1589,"Democrats blame Trump for lying, but they wanna vote for this compulsive liar!"
60098,thefoundingson,"And tell me again, why is everyone mad at her?"
60099,jeannemccarthy0,"Reminder: Democrats have 700+ superdelegates &amp; they are not bound to voters In other words, they’re the gang"
60100,cynthiamhunter,"Wow!!  and Campaign staff are looking so desperate right now! 1st Duke, now this!! PATHETIC!!!"
60101,michellearry,"News post: ""House pulls Obamacare repeal bill after likely failed vote"""
60102,anthonywoodboy,GLOBAL WARMING: SO TOTALLY OVER THAT NOT EVEN BILDERBERG WILL TOUCH IT
60103,daileyjadon,Stand by Me and Julio Down by the Schoolyard
60104,daileyjadon,so who is with me!
60105,krasilnikovbor,‘She’s getting pumped up’:  calls for drug tests before next debate (VIDEO
60106,_billy_moyer_,Weeks not days
60107,malloryjared,I'm raising money on GoFundMe Please support me:  
60108,johnbranchh,Following your heart isn't about doing what you want It's about doing what you think is right
60109,jacquelinisbest,LAST CHANCE: Do you think that  won the  tonight? Answer here!
60110,traceyhappymom,
60111,dorothiebell,  _ once again Obama proves to b a traitor
60112,queenofthewo,Shitcago 
60113,usa_gunslinger,This is exactly what's wrong with Khan's story
60114,leroylovesusa,"Well, it worked!"
60115,sternandreas404,Thank you Spain  it was simply Fantasticooooo !!! Scorpions
60116,michellearry,The Untold Story of Violent Muslim Opinions (Graphic Warning)+-+
60117,westernwindwes,REPORTS: MILO UC Davis Event Cancelled After Leftists Pull Hammers Smash Windows - Breitbart
60118,ten_gop,"""We owe $20 trillion and we're a mess We're a debtor nation"" Donald Trump

Trump will fix up our country!!!"
60119,melvinsroberts,"The love of Pink Floyd's ""Money"" is the root of all evil"
60120,garrettsimpson_,Targeted  accounts
60121,todaymiami,"Clinton, Trump meet with Israeli PM separately"
60122,ameliebaldwin,As the poverty rate in his district grew
60123,jeannemccarthy0,GEORGETOWN Prof Loses It On Muslim Trump Voter
60124,evewebster373,Pittsburgh man arrested with handgun at BWI Airport
60125,leroylovesusa,Liberals “They that can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety”…
60126,jerstoner,So much misinformation  was the only known activist
60127,cassieweltch,Batman
60128,logan_whatsup,"Funny how a melody, sounds like a memory"
60129,willisbonnerr,
60130,traceyhappymom,"Yeah, it's loaded with gluten"
60131,jacquelinisbest,Better than dingleberries
60132,leroylovesusa, Only MSM do not like ISIS comments Trump cld wlk on water/they wld say he can't swim R find cure 4 cancer/they w…
60133,emileewaren,"  whatever, you love pipelines"
60134,queenofthewo,Sims 41
60135,javonhidp,Not even the Kardashians are safe from Donald Trump's disgusting sexism
60136,ameliebaldwin,Trump: Hillary Treats My Supporters Worse Than Terrorists
60137,jasper_fly,When she/he brings you coffee in bed
60138,queenofthewo,Relive this awful year?
60139,dorothiebell,Attitude is a little thing that makes a big difference - Winston Churchill
60140,hyddrox,You cannot be seriousoh wait You are 😂😂😂😂😂😂 Where do I begin?!?!?
60141,johnbranchh,Beyoncé dancers are dressed like Black Panthers
60142,cookncooks,Be sure to check out   for all the  events around the US!
60143,cookncooks,"Even  says HRC is corrupt, using foundation to accept cash for favors"
60144,crystal1johnson,It's been four years since the  movement – founded by three black women
60145,ameliebaldwin,"94% of we the people are for it,&amp;let all those opposed to it cry their liberal tears,Donald Trump and we the people are…"
60146,johnbranchh,Norway to propose jailing Merkel Muslims whose asylum claims are bogus: Good on Norway T
60147,onlinecleveland,"Hillary Clinton, Donald Trump to speak in Northeast Ohio this week, while Trump campaign opens 15 o"
60148,_nickluna_,A Better Solution than    between  &amp;
60149,giselleevns,About damn time
60150,brentmcclure275,Hurricane Matthew is about to slam Donald Trump's most prized real estate
60151,jeffreykahunas,"When things aren't adding up in your life, start subtracting"
60152,willisbonnerr,My  app just became a food app out the blue If I wanted food I woulda hit grub hub I need a ride mayne lol
60153,tpartynews,//tco/BQi1KNORVw
60154,cookncooks,Paris : un sans-abri découvert pendu dans un squareTriste   via 
60155,wadeharriot,"""I'm Muslim"" -"
60156,errivvvvers,Wikileaks Releases First Batch Of Emails Sent To And From President Obama's Secret Email Address | Zero Hedge
60157,notritahart,drive with my eyes closed
60158,heyits_toby,"San Bernardino shooting kills up to 12 at social services agency, sources say"
60159,willisbonnerr,Senator Collins’ Statement on Attorney General Sessions’ Communications with Russian Ambassador
60160,lazykstafford,9 reasons getting dressed in spring is kinda the worst
60161,puredavie,Try to stay alive
60162,puredavie,Last Week Tonight with John Dory Oliver  
60163,giselleevns,
60164,jeannemccarthy0,
60165,leroylovesusa,What America needs today: more blazing hot takes on guns causing terrorism
60166,westernwindwes,Gov't Union:  Inviting Attack Worse Than 9/11
60167,jmscoxxx,Donald Trump hair vs Donald Trump neurosurgeon
60168,evewebster373, Common Core is built on LIES and BIG MONEY!
60169,mil0blake,CALL CONGRESSMEN! DEFUND
60170,brianaregland,"Journalist Wesley Lowery: Before We Had the Right to Vote, We Had the Right to Protest   via "
60171,westernwindwes,RT BlakPAC in Action  Working for a Better America   
60172,giselleevns,"be nice to my aunt Agatha, she's visiting us tonight"
60173,puredavie,using this as a cleanup device
60174,jenn_abrams,Migrants gang rape Swedish woman in wheelchair and police free them So tolerant
60175,regieblackmon,"I have made calculations like these hundreds of times The times I didn't, I wish like hell I had…"
60176,datwisenigga,"🌾: please remember to stay calm and not stress things get tough sometimes, but in the end it always works out"
60177,evagreen69,take control of me?
60178,lazykstafford,I want to be my cat! And my cat wants me to find a separate flat 😪
60179,baobaeham,
60180,kathiemrr,Let me check your cervix
60181,hollandpatrickk,Duterte Threatens To ‘Burn Down’ UN Building in America
60182,michellearry,"55 hours in line, still voted"
60183,mr_clampin,Putt it in the hole 
60184,kathiemrr,I would kick my own ass
60185,thefoundingson,The same about liberals: if they are pro  shouldn't they stop attacking people who disagrees with them?
60186,priceforpierce,Happiness is when destiny matches to your dream!
60187,patriotblake,Trump will win Minnesota Influx of Refugees is a problem up there
60188,kathiemrr,Smart people spay &amp; neuter
60189,jasper_fly,Be the last to arrive and the first to leave
60190,mil0blake,What is there problem too many drugs?
60191,wadeharriot,Let me explain something to you current republicans The  has allowed itself to be permanently painted as white suprema…
60192,worldofhashtags,Hillary Clinton
60193,garrettsimpson_,1 the point abt the seeming lack of concern here is interesting
60194,imissobama,How vile The GOP is filled with gaslighting quislings who love neither God nor country
60195,garrettsimpson_,Great idea
60196,micparrish,Text me first I like that shit
60197,baobaeham,Texas police chief claims town official told him to shoot undocumented immigrant children  https:…
60198,tpartynews,Reminder: we live in the world where killing &amp; torturing of dogs is accepted by Muslim societies!
60199,brianaregland,We are changing it up! The live tweet will be this Sunday at 9PM EST!   
60200,kathiemrr,the morning I hit my favorite coffee shop👇💀
60201,rh0lbr00k,"NYtimes staffer tweets out op-ed critical of Trump, faces anti-Semitic avalanche - The Washington Post"
60202,jeannemccarthy0, 
60203,jacquelinisbest,CNN Crank Mocks  &amp;  Video That Has Twice as Many Views as HIS WEEKLY SHOW!
60204,melvinsroberts,
60205,traceyhappymom,""" to be exposed"
60206,michellearry,I didn't have enough time for sleeping but I'm feeling good 👍👍💪
60207,ameliebaldwin,10-18-2016 Donald J Trump will take out the garbage starting day 1 Watch &amp; Retweet
60208,johnbranchh,Meek Mill 💯🎵🙏🏽👌🏽🔥
60209,hollandpatrickk,"Thank you, "
60210,johnbranchh,"Ayo,  &amp;  are about to serve that pure on February 12 and I’m here for it "
60211,lazykstafford,"I do not want people to be very agreeable, as it saves me the trouble of liking them a great deal"
60212,mrclydepratt, is my brother
60213,ameliebaldwin,"Those were explicitly Hillary Clinton's policies, not Donald Trump's, but tell us more about how you voted for him bas…"
60214,heyits_toby,‘I love echo chambers’: Sally Kohn’s  wish shows why liberals are so out of touch
60215,ryanmaxwell_1,Calling something marriage does not make it marriage
60216,leroylovesusa,"Yesterday, I was accused of flirting with the waiter"
60217,giselleevns, between 5am and 7am
60218,dorothiebell,Only the kings and queens should be safe not the little people
60219,heyits_toby,"Thank God the United States has a President who denounces violent riots, unlike Obama who legitimized them for years"
60220,mr_clampin,Yo Gabba Gabba Schwing Schwing  
60221,giselleevns,"Hashtag games are better than 
Right?"
60222,judelambertusa,LOL: MSNBC Whines Trump Fans 'Heckling' Reporters &amp; Saying You 'Suck'
60223,giselleevns,"Dear Harry, what secrets are in that chamber?"
60224,lazykstafford,"New post: ""AP Source: Byrne expected to replace Battle as Alabama AD"""
60225,onemightyfish,"ICYMI: ""For His ‘Top-Secret’ Birthday Bash, Obama Parties with Jay Z, Beyoncé"""
60226,ryanmaxwell_1,0bama will be written abt as a FRAUD We don't want more Frauds in WH We Care    
60227,heyits_toby,Who's Standing Next To You?
60228,baobaeham,Missing someone isn't about how long it's been since u seen em it's about that moment where ur doin somethin n u wish they we…
60229,nataturn,Jordy Nelson believed to have torn ACL on Sunday
60230,j0hnlarsen,The left appears to be more enraged and insane than usual today I think we are winning!
60231,screamymonkey,Russia makes rival UN move on MH17 probe after dismissing tribunal bid
60232,hyddrox,Taking a call in the White House with my personal assistant Theodore ❤
60233,mr_clampin,Michael Moore
60234,_billy_moyer_,Obama's Legacy
60235,traceyhappymom,stalk  when I should be sleeping
60236,patriotblake,🇺🇸🇺🇸
60237,jeffreykahunas, I don't want to be a victim on a future history channel show So do me a favor and think
60238,leroylovesusa,Apparently today is the day there are tryouts for Sean Hannity's replacement
60239,camosaseko,▶ Americal Liberals Unleashed the Trump Monster  
60240,mil0blake,RT: Charles  : Admits He Needs More Power To Control The Government
60241,traceyhappymom,wonder where the Money is coming from!!
60242,jasper_fly,"Obama's class? ""Give him the chance to Lead He is not without his controversies But we can agree, he lo…"
60243,brianaregland,2017 will be filled with muting and ignoring dumb tweets
60244,mrclydepratt,Charlize Theron is crushing skulls and stereotypes in 'Atomic Blonde'
60245,jeffreykahunas,"CNN Reporter Admits ""Governments Pay Us To Fake News"""
60246,finley1589,"“Millions illegally funneled to Democrats, including Sen Elizabeth Warren, Sen Harry Reid, President Obama &amp; https:…"
60247,melanymelanin,"The Jill Stein Voter: Suddenly Big Feminist, while only voting for women with zero chance of being president"
60248,notritahart,to start  Act II without me tomorrow!
60249,emileewaren,Silencing someone because you disagree with them is cowardly Bring back    ht…
60250,errivvvvers,"because  it's Halloween, let's commit to a  and defeat  at the polls"
60251,jeffreykahunas,If the trumpet's sounded &amp; no one listens the judgment's on the people  has nothing to gain &amp; everything to lose…
60252,pamela_moore13,"🚨🚨Clintons are finally going down🚨🚨

 FBI “Actively And Aggressively” Probing Clinton Foundation Corrupti…"
60253,thefoundingson, The same here
60254,priceforpierce,HSBC junks jobs in Britain and takes the slow boat to China
60255,traceyhappymom,
60256,micparrish,The name of a person you love is more than language
60257,priceforpierce,OMG- Say It Ain't SO!
60258,melvinsroberts,The Frying of Lot 49  
60259,malloryjared,RT  This is phenomenal  RT  Hello - Adele ( ft 
60260,ameliebaldwin,"BREAKING: Trump outfoxes CNN and gets veterans free airtime CNN rages and claims they ""got played"" LOL"
60261,notritahart, Sweet Potatoes should always be roasted and then mashed for casseroles and pies not boiled
60262,cynthiamhunter,the men who died in Benghazi can't
60263,baobaeham,He set a space walking record on Gemini 12
60264,kathiemrr,
60265,priceforpierce,"News post: ""D E P L O R A B A L L"""
60266,thefoundingson, Didn't you know?
60267,austinlovesbeer,Russia deploys deadly 'SIZZLER' nuclear submarines as US conflict looms
60268,westernwindwes,I feel that the Second Amendment is the right to keep and bear arms for our citizenry
60269,malloryjared,A few of the white girls were pissed in the office cause the juice cleanse Russell put  on was like $500 lmfaooo
60270,thefoundingson,"Refugee riot in Sweden
They are not humans, only animals can act like that!"
60271,daileyjadon,"we had Internet when we was kids, No we actually went outside and played!"
60272,evagreen69,Steph Curry’s NBA MVP Press Conference
60273,patriotraphael,And the sexy hair
60274,jeffreykahunas,"In  there`s wisdom, in  there`s freedom, in water there`s bacteria!"
60275,baobaeham,How to turn Coachella into Hoechella
60276,thefoundingson,This is an excellent video by  explaining how Obama's CVE policy has embolden jihadists
60277,evagreen69,
60278,rh0lbr00k,So  wrote a Hamilton-style rap battle between Trump/Clinton and it's incredible Read it now via 
60279,mrclydepratt,The Migos need to drop Culture 2 RIGHT NOW🔥🔥
60280,ameliebaldwin,I voted: Donald J Trump Who do you vote for US president?    J Trump
60281,hyddrox,Check the candor level Steve Sack cartoon
60282,dailysandiego,"Live from New York, it's a Trump-Clinton rematch - of sorts"
60283,notritahart,"Atone The Underdog - ""Won't Let Go"""
60284,hyddrox,Rand Paul has been acting like an adult Patriot who loves USA and Im becoming very impressed by him not McCain/McConnel…
60285,hollandpatrickk,Here's my response for all you idiots who think it's OK to use violence to silence free speech
60286,newspeakdaily,Senator Susan Collins on Why She Can’t Support Trump
60287,ten_gop, Why don't these black lives matter?
60288,malloryjared,"A woman is a woman, but a good cigar is a smoke"
60289,jeffreykahunas,"New Judicial Watch: Obama Spent $360,236 in Taxpayer Money Campaigning For Hillary"
60290,ryanmaxwell_1,I could listen all night to   via 
60291,michellearry,This is why Le Pen is so popular
60292,mr_clampin,scottie walking
60293,heyits_toby,MaddowBlog: Claims about 'food-stamp fraud' completely fall apart
60294,baobaeham,Danger for his opponents--the bar is so low
60295,_nickluna_,When Hillary supporters see the media actually reporting on the corruption of Hillary revealed by
60296,dorothiebell,
60297,daileyjadon,Forget   I am doing   Adding up all the holiday  expenses 🙄
60298,datwisenigga,Let Producer 9-0 be your brand ambassador! Get noticed! Get customers! Get impressions!
60299,melvinsroberts,
60300,jeannemccarthy0,Were the  another rigged  election?
60301,willisbonnerr,Trump's base among white racists isn't enough to win
60302,melanymelanin, she was going to be a leader and they KNEW it
60303,melvinsroberts,"great words, the best words"
60304,patriotraphael, van Susteren Comes Out 4 Ammo Ban: Gun grabbers up 2 old tricks     -
60305,giselleevns,Dwarfs Lives Matter
60306,giselleevns,Avoid Twitter and FB The morons will seek to drive you insane with their bullshit and ignorance of facts
60307,melanymelanin,"White police are killing black kids: The cops get off, because the:"
60308,prettylaraplace,Dear 
60309,ten_gop,"WATCH🚨 Muslims firebomb bus in Paris &amp; shout ""Allah Akbar"""
60310,johnbranchh,Biographical information on federal judge Merrick Garland:
60311,baobaeham,"CEO also called Energy Transfer a ""good client""--the company under fire this week at the UN, for their human rights abus…"
60312,paulinett,▶ How Black Politicians Are Fighting the Resurgence of ‘Stand Your Ground’ Laws
60313,ilovesarahrich,Blaming Millennials for Their Elders’ Trump Attraction | FAIR
60314,ten_gop,"Lebron James: ""All Lives Matter"" 

We are the ONE! I applaud this guy!"
60315,hollydler,It's really important that everyone agree in advance to accept an election result that will be determined by nefarious Russia…
60316,donnabrivera,Donald Trump won debate outright If Hillary is Pres then that is the END for America!
60317,anthonywoodboy,"MTT  Tyranny is here, not just lurking     "
60318,daileyjadon,
60319,traceyhappymom,"So, um, I like this song by Justin Bieber  There, I said it 😩"
60320,notritahart,most outstanding portrayal of an inanimate background object
60321,thefoundingson,This is 97-year-old WW2 veteran Rupert Anderson; beat to death by 19-yr old Muslim refugee who broke into his home in I…
60322,_sashalapin,Such a beautiful and important evening! The forgotten man and woman will never be forgotten again We will all come to…
60323,jarrardnorman,"1- See kids, lightning's been striking the White House constantly, since Trump became POTUS by grabbing it"
60324,andrebeauleger,"Contrairement aux 1ères informations, l’avalanche qui a traversé la station de ski de Tignes n’a fait aucune victime https:/…"
60325,_nickluna_,Atlanta officers read to children
60326,mr_clampin,To hide the dildo
60327,traceyhappymom,I ordered the Sid James autobiography and carry on box set for Christmas
60328,leroylovesusa,Why I don't use my real name Why my wife and I don't discuss politics or religion except with friends Crazy here  http…
60329,micparrish,LIBTARD Mayor!
60330,jacquelinisbest,"The End of ""He"" and ""She"" As Ze Training Spreads Through Schools, Military  via "
60331,cookncooks,"Western governments and their flunkies at the UN are cynically, perversely decrying a ""meltdown of humanity"""
60332,cynthiamhunter,   
60333,cynthiamhunter,"New post: ""Obama: African American museum to be 'point of pride' for US"""
60334,mil0blake,   No prob Execute the inmates
60335,ten_gop," 

Watch  Danny Williams pre  press conference in Las Vegas"
60336,priceforpierce,Gives Specific Solutions on Immigration Problems
60337,hiimkhloe,Kim and kanye wedding
60338,jeannemccarthy0,Do you think  won tonight's debate? Vote now →
60339,blacktolive,Not sure anyone wants to do it 😅
60340,patriotblake,People4Bernie: RT ProjectBernie16: Bernie Sanders Changed Everything
60341,giselleevns,Dance Party!
60342,evagreen69,Two sides of the same coin:
60343,erofeenkoanton,"So far we've called IN KY &amp; WV for Trump, VT for Clinton Polls closed in 7 other states, 6 are swing states-tune in htt…"
60344,jenn_abrams,"The issue stated in the article exists on both ""sides""
And this IS a problem"
60345,kenzdonovan,"REVEALED: WaPo Uncovers 1,100 Hidden Foreign Clinton Cash Donations   via "
60346,j0hnlarsen, parasitize other parties&amp;dont start own party cuz know if put true evil Agenda in p…
60347,ryanmaxwell_1,If u belong2group terrorize others u own what they dojust like if u drove get away car in bank robbery=it's on u ht…
60348,kathiemrr,Fried Cereal
60349,jasper_fly,We are many
60350,queenofthewo,pretend I'm social by posting on twitter/ Facebook/ instagram
60351,margarethkurz,"Die  war mit einer gleichen Idee zuerst!     will ein ""Chancenkonto"" für Arbeitnehmer"
60352,patriotblake,I'm with you sister trump our new president don't you love it
60353,garrettsimpson_,MT  Our Founders knew!  It's time to USE our CONSTITUTIONAL remedies to save our nation!
60354,ryanmaxwell_1,"Pharma Companies Spend 19x More On Marketing Than Research, And Returns Are Dropping -"
60355,peterkistner,"Ich bin stolz darauf, dass Merkel, die mächtigste Frau der Welt ist!"
60356,thefoundingson,An Oklahoma teacher preaches this idiocy at school This hatemonger should be fired and publicly shamed!…
60357,melanymelanin,Searching for paradise
60358,rh0lbr00k,"So tell me, which of these symptoms couldn't be explained by Hillary being a booze-bag?"
60359,ameliebaldwin,Sick Hillary? Clinton Won’t Attend Any Rallies For Over 2 Weeks -
60360,melvinsroberts,Fetish play-offs   
60361,cassieweltch,USC Trojan Condoms  
60362,paulinett,Hot damn
60363,melanymelanin,"Trump transition hasn't asked prospective nominees to answer vetting questionnaires, nor has it release ethics code"
60364,mil0blake,"please stop liking this video , this song sucks"
60365,hollandpatrickk,Insecure Trump Tweets Out Odd Conspiracy Theory – Prepare For Insanity (TWEETS
60366,johnbranchh,"""Black patriarchy, like white racism, harms us all"" "
60367,bleepthepolice,"On any given day in the United States, at least 137,000 people sit behind bars on simple drug-possession charges…"
60368,specialaffair,Congo police arrest eight activists protesting election delay
60369,emileewaren,RT : Government is preparing for something REALLY big FEMA keeps telling us to plan ahead ARE YOU READY? …
60370,jeannemccarthy0,🇺🇸
60371,queenofthewo,Elect grown up president
60372,melvinsroberts,"the truth, no matter is much it hurts"
60373,garrettsimpson_,"""Undercover Video Shows Democrats Plotting Violence at Trump Rallies"""
60374,queenofthewo,Written by George Martin
60375,patriotblake,
60376,cookncooks,“Our” Government Was Willing To Start WW3 To Protect Hellary Cretin
60377,hyddrox,trump wiped the floor with the rape enabler tonight
60378,todaymiami,"Trump: African-Americans in worst shape ""ever, ever, ever"""
60379,malloryjared,"Paul Ryan says he was ""very encouraged"" by meeting with "
60380,patriotblake,VIDEO: Tucker Carlson DESTROYS Clueless Refugee Advocate Who is a Illegal Immigrant   http…
60381,jasper_fly,"Punch me in the ankle  or anytime, really"
60382,marianeuberg1,Frau Merkel macht sich Sorgen um die Perspektiven der Bürger!
60383,notritahart,The Hanging Out at the Park Knight 
60384,giselleevns,"my waist is smaller, my wallet is thicker, my mind is more peaceful ❤️"
60385,mil0blake,"News post: ""Humans are changing the climate 170 times faster than nature: study"""
60386,cookncooks,    
60387,cookncooks,Hillary will vet refugees exactly how she vetted
60388,baobaeham,Moola And The Guap by  Get app👉
60389,happkendrahappy,No candidate in the Modern Election Era has EVER fought harder for the Black vote than Donald J Trump That's why…
60390,notritahart,doing a game of thrones shameing to any of my friends who voted for him  https:…
60391,mr_clampin,Rose 
60392,jmscoxxx,An army of Trump clones is ready to fight and serve its master
60393,judelambertusa,MEAN GENES: Jewish Comedian Chelsea Handler's Grandpa Was A Nazi…But The Trump Family Offends Her  v…
60394,carriethornthon,All the wrong people wanna see Trump lose People trolling my account are the most hate filled anti-American people I’ve ev…
60395,sternandreas404,unsere  startet mit vereinzelten Tweets um 13h   - ich referiere über transmediales…
60396,angelabach991,"Unwetter über der Hauptstadt: Berlin gezeichnet von ""Jahrhundertregen"""
60397,lazykstafford,
60398,dorothiebell,"It's 49-49 with under a minute left in   Beautiful TD pass by USC   By the way,  got too conservative in last pos…"
60399,ten_gop,//tco/e8ysIFV2d7
60400,jasper_fly,Seattle Selfiehawks
