Unnamed: 0,user_key,tweet_text_only
40049,jacquelinisbest,"30 million? Wow that number jumped 10 million in just a week It was 20 million, a month ago 17 it just keeps going! https…"
40050,melvinsroberts,
40051,jeannemccarthy0,Take a read:
40052,jeannemccarthy0,"Personal abilities: Intelligence, Drive, Character That's Hillary"
40053,patriotblake,He DEF broke MANY MORALLY/SPIRITUALLY &amp; the country FINANCIALLY but he DID NOT break US ALL!😉
40054,patriotblake,TRUMP can beat Hillary in Dubuque County(Iowa)?
40055,datwisenigga,Swizzy!!
40056,jeannemccarthy0,Missouri woman says boyfriend held her captive in wooden box
40057,cookncooks,Michelle Obama's Social Security Number Belongs to Guadalupe Megndenez -Truth With Trishaly - YouTube
40058,usa_gunslinger,Unbiased media that reports truth
40059,judelambertusa,My favorite childhood memory is not having a job
40060,jacquelinisbest,"At least  refuses Syrian ""refugee"" rapefujihadis indefinitely!"
40061,kathiemrr,
40062,wadeharriot,"We cannot afford to feed and house 200,000 Syrian immigrants for decades even if we get lucky &amp; none r radicals "
40063,tpartynews,"Here is a 'Massive' crowd at Hillary's rally
Where's my sleeping pills!"
40064,hollandpatrickk,"Intel Director issues ‘rare’ statement after meeting with Trump, expresses ‘profound dismay’ over leaks"
40065,cookncooks,Air Force One Just Landed In Florida Look Who Met The President There
40066,kathiemrr,   That Thing Judo
40067,paulinett,"Today the ""jobs president"" tried to put an American company out of business for not carryin' his daughter's clothes that ar…"
40068,toneporter,anything potentially critical of Hillary Clinton
40069,cassieweltch,"This is our time down here!  ~Mikey, The Goonies"
40070,logan_whatsup,You're not allowed to watch
40071,garrettsimpson_,Bill Cosby would love to get to know the Clinton's lawyer
40072,garrettsimpson_,"Ryan Betrays America: $11 Trillion,   Funds ‘Fundamental Transformation of America’  htt…"
40073,ameliebaldwin,Q: Advice to young people?
40074,stlouisonline,"Clinton accepts nomination with 'humility, determination and boundless confidence in America'"
40075,dailysanfran,Obama plans to create world's largest marine protected area
40076,lazykstafford,  well what took you so long
40077,stlouisonline,"Four Missouri gov candidates head into expensive, acrimonious Election Day"
40078,ten_gop," ""What scares Democrats more than anything else - and should - is Donald Trump"""
40079,mrclydepratt,Lmao 😂😂😂
40080,paulinett,▶ Mitchell Chance Speaks: Time To Stop Waiting On God
40081,kateritterrrr,"Pay attention,     HRC defends partial birth abortion, and the church rejects it  There is…"
40082,ameliebaldwin,"Desperate to prevent Obama from ruining her coronation, Hillary ran a campaign of  &amp; Racism"
40083,margarethkurz,pocht auf Besuchsrecht für
40084,thefoundingson,That's how I see liberals
40085,westernwindwes,"Police Chief David Brown's advice to young black men: ""Don't be a part of the problemWe're hiring"""
40086,dorothiebell,Fact: In 1950 Truman nearly doubled the min wage
40087,finley1589," Yes you’ve never heard of me because while you were harassing women at beauty pageants, I was fi…"
40088,jeannemccarthy0,Lawmakers encourage  to select a progressive new DEA chief
40089,hiimkhloe,The  against protesters is simply another proof of  in our country
40090,hollandpatrickk,
40091,baobaeham,Enter for your chance to win a ps4!
40092,evagreen69,The right of the people to keep and bear arms shall not be infringed
40093,thefoundingson,is about not using logic at all
40094,micparrish,Thank You God For Mississipi
40095,patriotblake,Muslim Pedophile denied visa to until  intervened now he is arrested for sexual abuse of a child in NY!
40096,ogdeandre,"The problem with white liberals like you is, you want a gold star for “doing the right thing”"
40097,melanymelanin,"★ Travis Scott Turns Up on Security for Tryna Hold Fans back ""DONT BOOK ME IF U CANT HANDLE IT"""
40098,mr_clampin,""""
40099,johnbranchh,"It always seems impossible, until it's done"
40100,puredavie,base ball  pitching while inebriated
40101,michellearry,"New post: ""Volcano eruption in Aleutian Islands sparks aviation alert"""
40102,ameliebaldwin,"Dr Martin Luther King Jr’s niece, applauds  for being brave enough to speak the truth! https:…"
40103,melvinsroberts,Russel Wilson Phillips  
40104,ogdeandre,the architect of fox news is helping run trump's campaign the right built this
40105,anthonywoodboy,
40106,usa_gunslinger,"Police hate keeps growing I don't blame the owner I blame Obama, Clinton, and BLM"
40107,patriotblake,Americans don't grow up with dreams of being raped or murdered by refugees
40108,lazykstafford,it's a cuteness
40109,ameliebaldwin,Here’s Why A Liberal MSNBC Host Is Telling Hillary SHUT UP About Trump’s Taxes!! - USA SUPREME This says it all!!!
40110,notritahart,
40111,malloryjared,Fixed it for you RT  please give me some attention
40112,melvinsroberts,PeaceAndQuietBliss
40113,mr_clampin,"Nothing will make you pour out the vodka like saying ""that's so fetch"" and a rando penguin showing up with shit"
40114,melanymelanin,
40115,brianaregland,"Trailer Premiere: 'Going in Style' - The ""Grandfather"" of all Heist Films (Morgan Freeman Stars)  via…"
40116,chadsloyer,"Remember: If Trump did this, he would have to answer questions under oath about his behavior toward women"
40117,evagreen69,"And possibly, still, here too"
40118,ameliebaldwin,
40119,liljordamn,I think sometimes there's an assumption that being a never Trump Dem means I judge people who will write in or vote 3rd pa…
40120,kathiemrr,Runs with scissors
40121,hyddrox,"Trump aide RESIGNS, says she’s uncomfortable with campaign course…"
40122,ameliebaldwin, 
40123,jery_robertsyo,"I've never met any of the Clintons, nor do I receive briefings or talking points from anyone Thanks"
40124,mrclydepratt,  He is a dumbass coon
40125,cannonsher,"also ""polls"": there's no way Trump will win the presidency"
40126,_nickluna_,MT  ISIS Greatest Dread
40127,mr_clampin,*finding phone*
40128,willisbonnerr,On the Caging of Bresha Meadows: What Does Justice Look Like?  by   via 
40129,ameliebaldwin,cozying up to the Corporate part of one's party legitimizes fucking over the 99% on the part of the 1% masters of…
40130,jacquelinisbest,Have to ask yourself now that  has exposed  what one of these laws didn't she break?
40131,heyits_toby,Leaked Audio Reveals Anti-Trump Forces Manufacturing Hostile Town Hall
40132,mil0blake,🌀DONALD TRUMP
40133,giselleevns,how to take responsibility
40134,brianaregland,"Rest in peace to Michael ""Jim"" Delligatti, 98, the man who brought us the burger behind the McDonalds jingle I"
40135,todaymiami,"Clinton campaign chairman: Sanders ""went a long way"" to uni  |"
40136,priceforpierce,Huskies get commitment from three-star tight end Jacob Kizer
40137,leroylovesusa,
40138,thefoundingson, And how do you know?
40139,traceyhappymom,snort Dayquil
40140,mr_clampin,Furious George  
40141,jenn_abrams,Donald Trump's plan to take out  attack their families
40142,margarethkurz,Bääääm! 😉  für 🇩🇪 🚀 
40143,melvinsroberts,To have your F*** IT moments 😆
40144,kateritterrrr,Dobbs - This Election Our Last Chance Against The Globalist New World Order
40145,emileewaren,Dr Michael Savage termed RINO Paul Ryan as Obama's 'Beard'
40146,jacquelinisbest,"A MARINE'S MESSAGE TO  What you, Colin &amp; others did was your RIGHT - but to disrespect our ANTHEM &amp; FLAG is WRONG!…"
40147,mrclydepratt,Stop trolling me Ferrari lol
40148,giselleevns,is to get more followers
40149,tpartynews,Do we need a president who is totally controlled by Saudis?
40150,dorothiebell,Somehow I doubt Arcan Cetin is the only non citizen to be registered to vote  Guess what? Democrats hope he isn't th…
40151,patriotblake, Exactly! A manly man - picking on a woman &amp; her children!Can you imagine if someone did this to them?The left woul…
40152,evagreen69,"Speech is silver, silence is gold"
40153,manuelkrosss,Oberb�rgermeister-Wahl: Die SPD schickt Elke Christina Roeder ins Rennen
40154,johnbranchh,really good commercial! Hahaha
40155,queenofthewo,Oh yeah Don't forget to make an spare (take home plate 
40156,hollandpatrickk,&amp;  discuss an increase to the  
40157,oaklandonline,Christie to RNC: Clinton Earns 'Guilty' Verdict
40158,garrettsimpson_,SOOOOOOO THIS!!! 😂😂😂
40159,garrettsimpson_,"As President, Ted Cruz will deport all illegal immigrants who commit crimes!"
40160,hollydler,"88 GENERALS &amp; others last week supporting  , this week, OVER 165!!! GO TRUMP GO!!! Let's Make America Great…"
40161,garrettsimpson_,How kids from  were abused by elite from  in  central station: new report  htt…
40162,jacquelinisbest,IBD) Answers Needed From Obama On  Ransom Payment   -  -
40163,daileyjadon,I'd say good morning but I don't know where you live so hello
40164,micparrish,Church Of England Group Wants To Call God A 'She'
40165,melvinsroberts, retweeting ability
40166,ameliebaldwin,Are Obama's top 3 intel chiefs trustworthy?
40167,melvinsroberts,Crappy coffee
40168,hyddrox,Former Secret Service Agent: The Lunatic Left and the Safety Factor [Video]
40169,hyddrox,  &amp; NSA records will prove the wiretap Trump has access to those now How do you think He found out about…
40170,brianaregland,Carrie Fisher Brought The Force to All
40171,hollydler,"Today, we're kicking off our campaign bus tour through four battleground states First stop—Harrisonburg, VA!"
40172,thefoundingson,"2017, where  died"
40173,dorothiebell,Reminder that Trump is the 1st president in history to support gay marriage at the start of his term Calling him homoph…
40174,samirgooden,This Broad
40175,queenofthewo,Can you hear this want me to turn it up?
40176,judelambertusa,See what Republican senators are doing to fix Smithsonian’s omission of Judge Clarence Thomas  htt…
40177,cassieweltch,Nothing to Eat
40178,cassieweltch,I quit smoking starting running and had a good woman
40179,gloed_up,I was on Oahu My sister cheered for Kailua High in one of his games The other team Wish I believed in omens
40180,mil0blake,2pm EDT Today
40181,dorothiebell,I like that!
40182,melvinsroberts,Time to get that old swagger back!
40183,happkendrahappy,"Obama: I Won't Say Christian Terrorism, So I Won't Say Islamic Terrorism"
40184,mil0blake,Please read our  stories blog and
40185,jacquelinisbest,"Ah, you are almost there   Good job!!!"
40186,_nickluna_,I wish we had somebody like Harry Truman right now
40187,cookncooks,I keep hearing how Popular  still is I find that to be impossible please vote do you approve of Hussein Ob…
40188,batonrougevoice,Donald Trump considers last-minute meeting in Mexico with the country's president
40189,jeannemccarthy0,Dildo
40190,sternandreas404,13 Stunden Reisezeit für eine Strecke von 270 Kilometer Luftlinie!
40191,malloryjared,LHiFi  
40192,lazykstafford,  
40193,cookncooks,“I’m also a big fan of Harry Truman  He and Ronald Reagan are the only two I  recognize as being dedicated recent Ameri…
40194,datwisenigga,Their greatness was recognized by all!   👌🏾👁🎆
40195,heyits_toby,"How do you know it's ""misinformation"" if he isn't even able to investigate as a journalist?"
40196,kateritterrrr,Big league lead with one day to Election Day!
40197,patriotraphael,     conservative politician who would start telling the truth
40198,margarethkurz,Der Vorsprung der CDU ist historisch
40199,sternandreas404,"That's what a rainy, stormy Friday night in  looks like on  via "
40200,willisbonnerr,Govt backs down - struggle continues
40201,johnbranchh,"These words arrive here in an instant, from somewhere I don’t know They are gifts from mystery to mystery for the pure sake of mystery-JCW"
40202,jeannemccarthy0,🇺🇸🇺🇸
40203,hyddrox,"Syrian Refugees flying in to USA to start new life (left), Homeless Veteran (Right)   https…"
40204,rh0lbr00k,Hillary supporters be like Trump to Hitler
40205,drmichaelgarcia,News reports claim Trump allies use 'voter suppression' tactics
40206,brianaregland," Take a shower, wash my hair, and put clean sheets on the bed"
40207,hiimkhloe,
40208,ameliebaldwin,"Clint Eastwood: ""AMERICA, IF YOU DON'T GET TRUMP &amp; VOTE DJT YOU'RE EITHER RADICALIZED OR JUST PLAIN HATE AMERICA"" htt…"
40209,ameliebaldwin,Watching the debate tonight got me even more fired up for this election! The Trump/Pence ticket will put our nation in…
40210,patriotblake," Wow, Nigel! You are The Man!! Way to go!! Dinner at your place?? lol"
40211,giselleevns,15 minutes to go
40212,chrixmorgan,racists of all kinds and colors will fuck off out of my country
40213,neworleanson,Federal judge blocks Obama's transgender bathroom directive
40214,chicagodailynew,'Hamilton' actor says cast won't apologize to Mike Pence
40215,ten_gop,Donald Trump has huge support from women!
40216,ameliebaldwin,ISIS leader Abu Bakr al-Baghdadi 'critically injured in air strikes in northern Iraq'
40217,watchmewalkin,"If Hillary had donated $25,000 to Pam Bondi &amp; then held a fund raiser for her, GOP would call for a special investigati…"
40218,hyddrox,   Thank you for exposing such corruption!  This is treason trying to stop all of our deplorable votes!  S…
40219,baobaeham,Mel B gets restraining order against nanny who allegedly had affair with husband: (report
40220,melvinsroberts,  DoGe-nie in a bottle
40221,patriotblake,VA hospital in Durham NC 2/24/17 Trying to kill veterans for a 2nd time since 1930 This must end  
40222,micparrish,I love the guys
40223,iiddaamarks,HELL YES!!! We send troops to defend other countries borders but racist when we want to do that hear…
40224,kathiemrr,what medicine do you use to deal with arthritis
40225,usa_gunslinger,"Nurses save lives 4 a living We also LOVE our country, but  says we belong in a"
40226,puredavie,Music video with Jay Z in the violent streets of Chi-town
40227,kateritterrrr,We're in a campaign where elite media will do anything they can to ambush  Live on  now: https:…
40228,cassieweltch,"People don’t like rude people, so people are rude in return Break the cycle"
40229,patriotblake,I have no desire to watch the Superbowl become a bully pulpit to trash OUR president!
40230,onemightyfish,"Anybody hear anything thing about a raid of an office n Indiana Pence country, something about voting machine's?"
40231,willisbonnerr,That is trueit works
40232,kathiemrr,why would they reject such a topic! 😂
40233,giselleevns, exactly
40234,paulinett,Boycott Companies that Support the Trump Regime
40235,rightnpr,CENSORSHIP Twitter locked pro-Trump account  w/ 27k+ followers! RT &amp; Follow their new account  https:/…
40236,luke_jones13,Results from latest NBC polls puts Trump at 40% and  at 39%
40237,traceyhappymom,one big epic fail
40238,drmichaelgarcia,So thankful everyone on our plane is safe Grateful for our first responders &amp; the concern &amp; prayers of so many Back on th…
40239,judelambertusa,"Not All Those Who Wander Are Lost Except Me, Who Is Lost In The Woods:"
40240,westernwindwes,"News post: ""Corey Lewandowski, former Trump campaign manager, opens consulting firm a block from White House"""
40241,patriotblake,States Sue To Block Obama's Last-Minute Environmental Rule:  via YouTube
40242,brianaregland,"Let people of color lead the way, as we are inherently communal people"
40243,johnbranchh,ㅤ is following me now on Twitter! Thanks !  Ready for your  too
40244,ten_gop,MSM will never show this pic from  keeps saying only whites attend Trump rallies
40245,dorothiebell,"BOOM: MSNBC Andrea Mitchell,  Hillary Clinton started Obama  movement"
40246,anthonywoodboy,ISIS Transforms St Ephram Cathedral In Mosul Into Mosque
40247,kenzdonovan,Trump Campaign: ‘Weak’ September Jobs Report Reveals ‘Obama-Clinton Economy’ Failing Americans
40248,finley1589,Gov Kasich Visits Obama at White House for TPP Push Meeting - Breitbart
40249,dailylosangeles,Trump's LA golf club employees allege pressure to be pretty
40250,emileewaren,'President-Elect Trump keeping campaign promises already protecting American jobs What a great start!' ~ 
40251,puredavie,Poison Bottle
40252,hiimkhloe,me when understand that there are no condidate real black person can vote for
40253,traceyhappymom,biraz görgü öğreniriz belki
40254,ameliebaldwin,List of  fans supportin
40255,datwisenigga,Get the new beats first
40256,j0hnlarsen,"New Clinton campaign ad warns of Trump controlling US nuclear arsenal, feat a former nuclear missile launch officer https:/…"
40257,mr_clampin,
40258,jeannemccarthy0, we'd better get rid of establishment
40259,giselleevns,Hashtagging Not Allowed In Working Hours
40260,mil0blake,Margaret Sanger Fan Hillary Clinton Talks Race in Ferguson   - My American Thinker piece - https…
40261,leroylovesusa,"EVERYTHING that  said on all  was WRONG! Next time you hear ""experts say"" Consider the source"
40262,klara_sauber,Gekalbt
40263,daileyjadon,Where magic happens
40264,lazykstafford,
40265,melanymelanin,TSTT begins major network upgrade in Tobago  
40266,worldofhashtags,We're so excited! 15min to go!
40267,datwisenigga,Drop some dope hooks on these beats fam Come listen let's get on a track together
40268,jeffreykahunas,eclipce
40269,michellearry,Christina Aguilera - Christina Aguilera Dirrty Lyrics
40270,emileewaren,BREAKING:  reported that  will supposedly be arrested within HOURS!
40271,thefoundingson,
40272,mrclydepratt,Our Almost Dead tee over a Harley long sleeve wit the Jeff Gordon cap Nextel stylin' 📸
40273,hollydler,"plz consider that by voting Trump, you could destroy Ted's chances not only for 2020, but for 2018 Senate Focus…"
40274,hyddrox," unilaterally kills more jobs, all solely to burnish his ""legacy""  A legacy of kill…"
40275,patriotblake,How Journalists Purge Peers Who Don't Lick Hillary Clinton's Boots:
40276,giselleevns,"Dictionary, repels people with terrible spelling"
40277,realten_gop,"""Clinton Will Not Get The Volume of Black Voters Obama Did"" ~ Sheriff Clarke"
40278,garrettsimpson_,Want to know if a Leader is Real or Fake Ask Yourself:
40279,politweecs,Obama blames ‘far-right media’ for ‘Pumping out all kinds of crazy toxic stuff’
40280,baobaeham,"‘Beg pardon, dearie,’ she said ‘I wouldn’t ’a sat on you, only the buggers put me there "
40281,mil0blake,"I used to go hiking earlier, I miss it!"
40282,chicagodailynew,Everything You Need to Know on Election Day
40283,ameliebaldwin,"Monica Lewinsky publicly shamed, yet  Bill &amp; Hillary Clinton went from broke to mega millions"
40284,melanymelanin,50% of Chinese citizens are willing to trade a better economy for cleaner air (via 
40285,realten_gop,"WATCH Obama literally saying: ""We are training ISIS"""
40286,_billy_moyer_, He is dick
40287,giselleevns,I am transformed Do you see?
40288,priceforpierce,Be Careful Who You Associate With
40289,todaybostonma,"Clinton, Kaine stump together after conventions"
40290,melvinsroberts,realize I have nothing but bad choices
40291,datwisenigga," ""All I Know"""
40292,chesplayschess, drop out hillary u dont have the strength nor the stamina to be potus trump does
40293,jeffreykahunas,"BREAKING:  Backs  After Hot-Mic Leak,SLAMS  Foolishness  via  "
40294,jeffreykahunas,Why doesn't MSM talk about the good  did for the Veterans?          https:…
40295,giselleevns,"A Transsexual, I wanted a man!!!"
40296,heyits_toby,Clinton and Sanders seek an edge in front of voters in Iowa
40297,willisbonnerr,Here's The Truth About Russia and Me  via 
40298,jacquelinisbest,Trump blasts Rahm Emanuel on gun violence
40299,willisbonnerr,Now Playing: REAP - Mufhuca  ( -&gt;
40300,willisbonnerr,RT if you from texas looking for a side hustle
40301,chrixmorgan,There was such a thing
40302,giselleevns,my party pictures weren't shared all over the internet
40303,evagreen69,for freeing all those criminals
40304,jeannemccarthy0, Frank Gifford was a great man🙏
40305,_nickluna_,"Dem senator complains, ‘this is not the presidency we were promised’"
40306,emileewaren, what the heck is Anthony doing in Colorado? He's crashed his weiner again
40307,hiimkhloe,"Winners, I am convinced, imagine their dreams first They want it with all their heart"
40308,garrettsimpson_,IBD) Why Wont Hillary Get Prosecuted Like David Petraeus?  -    -
40309,brianaregland,This new Dom Kennedy is only slightly less bad than the previous Dom Kennedy
40310,daileyjadon,Blurp
40311,willisbonnerr,Marble Eggs Collectible Vintage Six 3 Inch
40312,heyits_toby,"Brian Williams sent to MSNBC to ""bring some credibility""?"
40313,ameliebaldwin,Dem elites rigged primary for candidate polling worse against Trump; now looking for scapegoats if HRC loses Will DNC tak…
40314,brianaregland,So
40315,notritahart,The Great Escape (The Pina Colada Song)  
40316,queenofthewo,that I need to proof read my tweets because there is no edit button
40317,todaypittsburgh,Clinton backs bill to protect Pennsylvania coal miners' benefits
40318,erofeenkoanton,If you don't count supporters of Bernie or Trump there's a consensus to help the al-Qaeda-laced rebels over Assad
40319,heyits_toby,UFO's With Boyd Bushman - The LAST INTERVIEW
40320,danageezus,be not okay
40321,queenofthewo,
40322,ameliebaldwin,IBD)   Unindicted Email Co-Conspirator -  -   - http…
40323,mr_clampin,"Want to die because of all the sh*ty updates and changes over the years, at least I can still see pictures now :|"
40324,notritahart,Ya used mapquest?
40325,patriotblake,"basically said, liberals need to sit down &amp; shut the fuck up while the adults try to clean up this mess W…"
40326,michellearry,A good explanation of how Krugman uses data to do a complete snow job on his readers — he really is a slime ball http:/…
40327,nojonathonno,Democrats sue Trump for alleged voter intimidation in 4 states
40328,jeffreykahunas,Hmmmmm
40329,drmichaelgarcia,"If it wasn't so horrifying to watch Trump suddenly realize that the presidency is a job and not a title, this would be…"
40330,thefoundingson,The moment when refugees are treated better than US citizens
40331,garrettsimpson_,Make the lie as big as possible &amp; the MSM will help you Enlist in the USFA at  Fight back
40332,baobaeham,I'd almost be suspicious if she were that loyal lol
40333,cassieweltch,Twitter
40334,emileewaren,More reason we need an investigation! RT  They just keep coming
40335,jacquelinisbest,Hillary's Global Chaos Billionaire Nazi Campaign Financier    
40336,cookncooks,Love love love it!!!
40337,mrclydepratt,Transgender Man Shares Before And After Picture Of Transition
40338,baobaeham,"""Money Does Grow On Trees"""
40339,neworleanson,"In Donald Trump's empire, $650 million in debt and opaque ties"
40340,dorothiebell,MORE FAKE NEWS: WaPo Did Not Tell Whole Story on DC National Guard Chief’s Resignation;Trump Offered Job
40341,hyddrox,Tom Brady completes Deflategate Revenge Tour with epic Super Bowl LI comeback
40342,evewebster373,"For an Elite Girls’ Basketball Team, the Same High Standards Amid New Challenges"
40343,willisbonnerr,Still jammin 
40344,cassieweltch,There's no one I respect more than women Except maybe the blacks Yuge yuge respect for bothEveryone says so
40345,melvinsroberts,"I don't have insomnia, I have a smartphone"
40346,giselleevns,I could make America Goth again
40347,mr_clampin,Considering not voting
40348,mr_clampin,Don't Go Breakin' My Harp
40349,aldrich420,don't forget about people who were fighting for our freedom
40350,ten_gop,"'The movement of Muslims, into Europe and the US is a planned invasion' ~ Michele Bachmann"
40351,margarethkurz,Bundesregierung verbietet Auftritt von  in Deutschland Das ist die richtige Entscheidung!
40352,ameliebaldwin,BREAKING: DNC Calling ‘Emergency Meeting’ To Consider Replacing Hillary Clinton
40353,kateritterrrr,
40354,patriotraphael,In this figure you can see how Socialism works at the Beach      https:/…
40355,queenofthewo,"desperate need for likes, followers and RT's"
40356,watchmewalkin,Frenzied Trump Supporters Are Turning On The Media -- And It's Getting Scary
40357,thefoundingson,Amen!
40358,ryanmaxwell_1, 40% polls and media-bashing;  60% word vomit And this is the heir to the party of Reagan? Sheesh 
40359,baobaeham,What do you need to be fully present?
40360,priceforpierce,"Take Confederate flag off Louisiana license plate? Yes, candidates say"
40361,jeffreykahunas,Hse Oversight Cmte now looking at State Dept redactions &amp; FBI file of Clinton Cummings says Chaffetz is holding a politic…
40362,willisbonnerr,to Chandelier by
40363,danageezus,Mexican food
40364,daileyjadon,play dead to avoid going there
40365,melvinsroberts,"  ""This was my grandmother's hat! She brought it over on the MayFlower!"""
40366,giselleevns,Isn't eating vegetables also violence?
40367,hyddrox, sharing some new national polls up in New Hampshire:
40368,jacquelinisbest,What is Congressman Jason Chaffetz trying to do with our land? Our law enforcement?
40369,ameliebaldwin,Michigan: TRUMP vs Hillary vs GJ vs JS
40370,tpartynews,At least some words of wisdom
40371,evagreen69,Amazing how  can manufacture his  for refugees but none for our homeless vets Shame on you Senator!…
40372,_billy_moyer_,"UK: Muslim used threats, rape, control and violence to force women to become sex slaves: A couple of weeks ago"
40373,puredavie,"A small spider crawled very near me, and realized I was looking at it It quickly scurried away, and I let it"
40374,kateritterrrr,Inclusive:
40375,puredavie,The Wizard of Ozarks  
40376,tpartynews,Terrible scene from  on  - 12 killed in car attack by gunmen!
40377,westernwindwes,"Le Pen says: I'm your anti-Merkel female leader, and we need to reverse the damage Merkel purposefully caused to Europe…"
40378,todaybostonma,Indiana GOP taps Holcomb to replace Pence   |
40379,paolakinck,Woah! TOP Obama aide RIPS into Hillary campaign over health debacle!! | The Right Scoop
40380,thefoundingson," Yeah, and it's true because you quoted me on Twitter That's pretty much how the MSM acts, bravo!"
40381,klara_sauber,Gericht verurteilt im Fall Niklas einen 22-Jährigen
40382,c__wells, Mine is due to laziness and it's really pathetic
40383,patriotraphael,"The Thunder for their first NBA title? Keep up with the team, sign up for Bleacher Report Thunder Newsletter  – sp"
40384,dorothiebell,Has Kejriwal lost whatever little credibility he had with his tweet regarding the Indian isolation article?
40385,notritahart,
40386,mrclydepratt,"  Remember to stay 500 yards from schools and playgrounds, Bobby  And be sure to notify your…"
40387,melvinsroberts, tempting zee gods with this one
40388,hyddrox,"Resignation accepted, lol! Strange ranting since you go this bananas when Obama ordered the same EO"
40389,thefoundingson," Calm down, my friend! They are too much of chicken shits to start something big"
40390,patriotblake,Scientists Create Completely Renewable Propane Yes Propane
40391,lazykstafford,      my babies 💞
40392,jenn_abrams,First it’s polygamy next it’s Sharia law
40393,heyits_toby,WOW: Intercepted Communications Implicate Three Top Trump Advisors In Plot With Russia
40394,patriotblake,Today is the day Watching the great Canadians' race for their
40395,jeffreykahunas,Mormonism mirrors Islam more than most people know so it's no surprise they love lying  &amp; his sealed records https:…
40396,melvinsroberts,I'd tell them they had me mixed up with someone else
40397,hollandpatrickk,Scott Baio joins Judge Jeanine reluctantly: I didn’t want to be here but ‘I shouldn’t be afraid for my life’
40398,cookncooks,Dems WILL cheat -- count on it
40399,leroylovesusa,Dollar hits 14-year high as devastating Trump-caused economic apocalypse continues
40400,micparrish,It's almost  time!
40401,_nickluna_,"Voorpost-betoging tegen Turkije brengt Turken tot razernij, Facebook censureert beelden  via "
40402,notritahart,
40403,traceyhappymom,Twitter has tags that remind me I'm prone to depression
40404,michellearry,Small faith limits God’s activity in a believer’s life He uses us only to the degree that we trust Him
40405,chesplayschess,HATE  Saul Alinsky devotee crystallizes who will be anointed -- and who
40406,daileyjadon,Skinny Jeans
