Unnamed: 0,user_key,tweet_text_only
10113,johnbranchh,"Tune In - ""Keepin' It Real w/ Al Sharpton"" 1pm-4pm ET Check for listings &amp; dial 18775325797 to call in  htt…"
10114,melanymelanin,Bernie type candidates are AWFUL
10115,daileyjadon,
10116,jasper_fly,The Big Shorts  
10117,tpartynews,BEAT THE RUSH!  GO TO CANADA NOW!  Reports of US Raids Have Immigrants Bracing for Enforcement Surge -
10118,regieblackmon,How what Trump is doing is also destabilizing for the world
10119,internalmemer,me: i hate shonda rhimes she always kills off my favorite characters and ruins my ships
10120,ameliebaldwin,  Another Fucking Fake Patriot! Keep telling yourself how special U R Madam President Clinton will f…
10121,dominicvalent,Human skin theme
10122,heyits_toby,A serious look at what fireworks might do to veterans suffering from PTSD:
10123,melanymelanin,The Genocide That Is Being Ignored by The World  via 
10124,finley1589,FRAIL LOOKING HILLARY HITS TRUMP FOR CALLING NYC ATTACK 'BOMBINGS' -- AFTER DOING THE SAME
10125,priceforpierce,Lo schifo è stato raggiunto con l''avanzare del politically correct
10126,evagreen69,Good morning! ☀️
10127,patriotblake,BREAKING: New documents have leaked
10128,phoenixdailynew,Trump declares war on establishment Republicans
10129,kathiemrr,Red Shirt moment of silence
10130,jasper_fly,They got big butts that I like to fry
10131,cassieweltch,Welcome to your tape
10132,peterkistner,Frau Merkel spielt eine große Rolle für den Erfolg der CDU
10133,tpartynews,"'I prefer Donald Trump's platform for our community He can put America back to work, back to church, back to schoo…"
10134,happkendrahappy,"Only one skit WE Update was a hate fest Grew up on SNL, but have had enough!"
10135,tpartynews," “I believe we ended up picking the ONLY candidate who could actually beat the Clinton, Obama, and…"
10136,malloryjared,Now Playing: Dino ( - KIG feat Lil Flip -&gt;
10137,_nickluna_,"⚠️ But you still have to take up your cross daily, and follow Him ✨📖💪🏼👣❤️"
10138,paulinett,Rachel Maddow Shows You How to Spot Trump’s Big Fat Intelligence Briefing Lie
10139,realten_gop,Old School For Trump!
10140,micparrish,Dozens of Clinton emails censored for security reasons  via 
10141,usa_gunslinger,"​“ is right that foreign donations to the  ‘raise serious questions’""…"
10142,dorothiebell,"Iraqi refugee who had ""sexual emergency""&amp; raped 10 yr old boyhad 7yr sentence overturned they said maybe 10 yr old b…"
10143,cynthiamhunter, I have a BA And an MBA and I'm voting for   Mostly everyone I know is too!
10144,mr_clampin,The relationship I want vs the relationship I end up in
10145,michellearry,"RT "" ""RT"" ""Welcome home,""  to Scott Skiles ""It's good to be home,""…  ""…"
10146,thefoundingson,I don't remember Trump being kissed by Klansmen
10147,giselleevns,
10148,finley1589,"Mr Clinton,  how often did u cheat on Hillary? Frequently,  I mean rarelyover many years"
10149,taraformation,"Kellyanne Conway says Kaine was boorish for interrupting female moderator, forgets Trump interrupted female candida…"
10150,johnbranchh,The Trip by   on
10151,antonhayhay,Hillary Clinton's White House Bid Just Got A Huge Boost From The New Jobs Report
10152,garrettsimpson_,"Um, I'll come along to carry your bags"
10153,leroylovesusa," ""Calling illegal aliens undocumented immigrants -- is like calling heroin dealers undocumented pharmacists"" --James W…"
10154,emileewaren,The weekend  is just as pathetic as the weekday show Spin everything for currupt   and against  All…
10155,westernwindwes,"oh, can't we just love one another?"
10156,hyddrox,"From what I gather, Trump was taking about heroin @ border"
10157,heyits_toby,Nail Biting Is A Sign of This Personality Trait  via 
10158,ameliebaldwin,YES! Bill introduced to remove US from United Nations!
10159,melvinsroberts,
10160,lazykstafford,"Trump 46, Cruz 31, Rubio 12, Kasich 10 with 33% of precincts reporting"
10161,cassieweltch,In the way
10162,mr_clampin,Because I can now marry 
10163,pamela_moore13,Not shocked by Hillary claiming no lives lost in  American Lives mean nothing to her
10164,_nickluna_,"Gotta Love This!! Globalist Soros Puppet Merkel, Wants To DEPORT 100,000 FAILED Muslim Migrants    https:/…"
10165,cascaseyp,wow this really takes away all the drama of guessing which party they were gonna endorse
10166,melvinsroberts,
10167,melanymelanin,She legit dont do shit to no one Wanda Sykes was more reckless than Leslie and aint get this flack
10168,ameliebaldwin, You realize you support aborting 'the voiceless and vulnerable in our society' -correct?
10169,thefoundingson, Shush! You're hurting people's feelings! No free speech is allowed anymore!
10170,judelambertusa,Jefferson: Let them take arms tree of liberty
10171,c__wells,"Er, no Obama is unwilling to do anything about the radicals That doesn't make every Muslim bad"
10172,loragreeen,"""Mrs Clinton, if you're so clever, can YOU craft a compelling reason to vote for Trump?"""
10173,brightandglory,Trump promises segregation--
10174,daileyjadon,"But in the eyes of the world, you're just another crazy girl who loves a married man"
10175,ameliebaldwin,Feelin it!          https:…
10176,evagreen69,"via  Chris Christie calls Marco Rubio ""boy in the bubble”  |"
10177,_nickluna_,A true  moment with  tonight at Marquette University
10178,ryanmaxwell_1,"News post: ""Trump Organization executive appointed to 'international negotiations' post"""
10179,traceyhappymom,
10180,finley1589,Conservative Latinos launch campaign against Univision reporter for biased Trump coverage
10181,lazykstafford,"That lady has been deported six times before so I don't know if it's really fair to describe her latest ICE detainment as ""u…"
10182,melvinsroberts,LL Cool J will play a cop
10183,ameliebaldwin,KaydeeKing
10184,westernwindwes,'Emily' followed her heart
10185,giselleevns,people are misogynistic
10186,hollydler,Amen to that  👍👍
10187,cassieweltch,"Good Dye, Mr Chips"
10188,cassieweltch,I love cats And that's the way it is!
10189,jacquelinisbest,
10190,malloryjared,You wearing less and going out more RT  Sup 💨
10191,mrclydepratt,Maajid Nawaz is listed as an islamophobe on SPLC website Shame on you for supporting your husbands bigotry 
10192,mr_clampin,the alarm goes off on a Monday morning
10193,_nickluna_,White House: Castro Was A ‘Towering Figure’ In History | Weasel Zippers
10194,cassieweltch,"He never calls back, guess im annoying"
10195,paolakinck,"Awwwwwwwow,I LOVE THIS PIC ❤❤ It captures everything about Trump"
10196,hollandpatrickk,Mass Medias Cacophonous!
10197,jacquelinisbest,These people need to stay out of America They are animals Disgusting animals
10198,tpartynews,A cop who mistakenly shot a black man represents all cops but Muslim blowing up 30 people doesn't represent Islam! Hmm🤔
10199,sternandreas404,Das sind  und ein Feuerlöscher Fatoni ist auf dem Album Der Feuerlöscher nicht
10200,margarethkurz,"Gute Nacht, ihr Lieben! Schlaft gut!"
10201,onemightyfish,Anti-Semitism has taken on a new dimension in the US with the emergence of the Trump campaign…
10202,mrmoraan,Trump denied use of Civil Rights Museum for photo op Guess what happened next:
10203,finley1589,The  demands the  repel invasions Oh well! Enlist ----&gt;  March with us
10204,judelambertusa,"  promote Islam, run down British values, make us out the bad guys, all votes for Labour, T…"
10205,hyddrox,🚨🚨🚨🚨🚨BREAKING🚨🚨🚨🚨🚨🚨
10206,thefoundingson,Universities produce  generation who need grief counseling after their candidate loses the election
10207,patriotblake,"25 A rationality that often views any other forms of meaning, as irrational and worthless"
10208,patriotblake,Hey Women4️⃣Trump thanks for the follow! You can find out how to join the revolution here:
10209,melanymelanin,15 women have accused Trump of sexual assault
10210,hyddrox,Both these idiots should fess up and admit they are DemORATS and get out of my Party
10211,leroylovesusa,Independence Day Call to ACTION:      1
10212,micparrish,I have never seen this before!
10213,ameliebaldwin,Scott Baio: I like Trump because he talks like a guy  via   *TRUE* MY VOTE ST…
10214,garrettsimpson_,Video of Gov Cuomo's State of the State Address at 1 World Trade Center on Monday morning
10215,garrettsimpson_,"Had the Oregon protests happened 30 years ago, democrats and liberals would've hailed the protesters as heroes"
10216,gloed_up,"“Colored” and “whites only” signs placed above water fountains at Florida high school
 is growing all over t…"
10217,daileyjadon,
10218,ryanmaxwell_1,"I can`t be confident in  there are over 800,000  members accounts! 😰"
10219,daileyjadon,"Beavers and Butt-Head"""
10220,evagreen69,  at this rate we will fall before the election Something will happen
10221,_nickluna_,Will double-OT classic help Ohio State's playoff hopes? Michigan turnovers lost game
10222,patriotraphael,"MT  It is okay to say God bless America  Say it loud, say it free!"
10223,priceforpierce,"If you're cheering government picking winners and losers in the economy, you are not a capitalist"
10224,patriotblake,Christians are being burned alive and crucified in the  We cannot be silent FOLLOW as we fight to protect the persec…
10225,prettylaraplace,Fraternal Order of Police Endorses Donald Trump: ‘He Will Make America Safe Again’ - Breitbart News
10226,datwisenigga,"Trump  Governs by his Emotions ""I swear this Man has PMS""!"
10227,mil0blake,MT  Therefore my brothers
10228,kateritterrrr,"   Things news  , just don't report?!"
10229,patriotblake,🚨As Twitter Tends Our Dishonest President
10230,ten_gop,"VICTORY! I am BACK!
Twitter unlocked my account! Thank you for your support!"
10231,judelambertusa,Wikileaks E-Mails:  Hillary Clinton Blackmailed Bernie Sanders
10232,ten_gop,"Look at the happy faces of these men! Are they refugees? 
NO they are cowards who ran away and left their families!"
10233,michellearry,
10234,cassishere,Blocked  Trump basher PAID HRC TROLL
10235,kateritterrrr,MT  The NEW Way For  To Confiscate   Is NOW Part Of Homeland Security
10236,rh0lbr00k,Just a American   You’re American      America First
10237,cookncooks, 
10238,dailysanfran,AP FACT CHECK: Trump says Clinton lacks policies Seriously?
10239,michellearry,Pro NWO    V  2nd Amendment        
10240,datwisenigga,   Just sitting here waiting for the  trailer
10241,paulinett,Live in Oakland
10242,kathiemrr,to talk in any situation involving law enforcement unless you feel like going to jail or bailing…
10243,mrclydepratt,
10244,melanymelanin,One of the privileges of Whiteness is not having to think abt all the benefits of waking up White
10245,hyddrox, more Dem Get Out The    ballots in mentally impaired names ►https:/…
10246,cookncooks,"Changing from talented  would be huge mistake, setback for   Don't do it…"
10247,brianthelifter,Obama's Words on the Economy
10248,traceyhappymom,Here's an idea: maybe the assholes 'guarding' washrooms from the TG community could go to RSA &amp; escort kids to the faciliti…
10249,patriotraphael,"Kakav glup naslov, za medalju Devojka mu plaća stan, hrani se kod roditelja i radi dodatno"
10250,paulinett,"""Take a look at it"""
10251,datwisenigga,Get your record broke on 90 The Underground! Get played by     
10252,_nickluna_,I suspect middle America is more than a little amused that  played MSM like a fiddle this AM  Even if they…
10253,mr_clampin,the internet
10254,washingtonline,Anti-Trump Demonstrators Take to DC's Streets
10255,dorothiebell,
10256,imissobama,"Are we seriously having a debate in St Louis without a SINGLE QUESTION about racial bias, policing and"
10257,ameliebaldwin,   was   &amp;   🇺🇸🇺🇸🇺🇸
10258,ameliebaldwin,"Wikileaks drops more damning Clinton emails  still no trending, oh bias twitter?"
10259,hyddrox,Building the
10260,ameliebaldwin,Trump Kingmaker-Billionaires Robert and Rebekah Mercer Have Poured Millions Into Climate Science Denial
10261,jeffreykahunas,Clarion Project: Virginia HS Teaches Allegiance to Allah - Through Calligraphy
10262,danageezus,
10263,paulinett,Trump WH has asked DoJ to go all-out to track down who leaked the president's tax return Lead suspects are John Barron an…
10264,ameliebaldwin, You are  because Americans want an Honest Candidate fighting
10265,ameliebaldwin,  
10266,ameliebaldwin,"Ppl R getting heads chopped off,our streets R Ablaze, our infrastructure is falling down &amp; the  parks here…"
10267,donnabrivera,They are both right They're both unfit
10268,jeannemccarthy0,See Jeb Bush’s tax returns for 1981-2013
10269,jery_robertsyo,"Clinton to predominantly Hispanic crowd in North Las Vegas, Bill by her side: ""our family will support your family"""
10270,garrettsimpson_,Targeted  accounts
10271,jasper_fly,The heat lamp Shining
10272,traceyhappymom,"that DESCRIBE My EXes   “Liar, Liar”  “Psycho”  “One Flew Over the Cuckoo’s Nest”"
10273,hollandpatrickk,President Donald Trump and First Lady Melania Trump depart motorcade to walk parade route
10274,_nickluna_,The FORGOTTEN Man (Person's) Election
10275,paulinett,Truth
10276,traceyhappymom,I do my best work ask Any musician whose famous or dead
10277,dorothiebell,"Nah, don't wanna catch whatever skank virus you have, sweetie"
10278,heyits_toby,If they knew how misery loved me
10279,jasper_fly,People die Everything sucks
10280,stlouisonline,Race in GOP-friendly Missouri could determine Senate control
10281,camosaseko,Protests erupt at UCLA after Donald Trump elected president
10282,ameliebaldwin,
10283,melanymelanin,"▶ Young Sam - Sorry For The Drought - Los Angeles rapper Young Sam makes his return with the ""Sor"
10284,paulinett,Good Night Warriors! Remember White Supremacy Must B Destroyed Globally in order 4 True Peace &amp; Real Justice 2 Reign…
10285,micparrish,"'Lapdogs' v 'wacko birds': In 2016, for the first time in decades, a serious divide in the GOP on national security"
10286,kathiemrr,Make it stop!
10287,ryanmaxwell_1,
10288,queenofthewo,Take my bra off immediately upon entering the house
10289,lazykstafford,"News post: ""So, who’s going to replace Megyn Kelly at 9 pm on Fox News?"""
10290,hyddrox,"WIFE OF PRYAN ADVISOR Accused Of Dumping Trump Tape Is Former CNN Host, Asked Media To BLACKOUT TRUMP 1 Week"
10291,_billy_moyer_,She has robes and she has monkeys
10292,cassishere,Her polls a dropping faster than Bill's trousers at intern orientation
10293,pamela_moore13,Hillary Clinton Is Sliding In The Polls
10294,jacquelinisbest,Weird how the media knew the 2 Iraqis' life stories within an hour of them being detained at JFK
10295,garrettsimpson_,Certainly sounds like a financial plan to us Get the hard hats on Enlist in the  at  Patr…
10296,neworleanson,Judge blocks LGBT rules; Trump shifts immigration tone (10 Things to Know for Tuesday
10297,garrettsimpson_,"Force, violence, pressure or compulsion with a view to conformity, are both uncivilized and undemocratic - Mohandas Ka…"
10298,malloryjared,VERY excited to see the striking Florence Kasumba in
10299,heyits_toby,"Lets be honest  is the one, who we need"
10300,datwisenigga,Appreciate the support in listeners ♨️💯
10301,ameliebaldwin,DanScavino: Great Colorado Springs rally last night realDonaldTrump &amp; team- wheels down at LaGuardia now   https…
10302,thefoundingson,"  No he couldn't, LOL!"
10303,baobaeham,4eva!! follow GangStarrForeva n check out
10304,micparrish,Poland's voting rights in the EU could be suspended over a controversial media law
10305,daileyjadon,"The difference between there, their, and they're, apparently"
10306,dorothiebell,      
10307,jasper_fly,Most Likely to Eat Something if it ON TOP of the Trash Can
10308,cassieweltch,How taxes work
10309,kateritterrrr,WATCH: Tapper won't let Kaine dodge Blumenthal birther charges -
10310,michellearry,Georgia is in my heart
10311,emileewaren,Ha Ha! :) The best way to handle  be the Adult!
10312,dorothiebell,"Trump not only doesn't give much if anything to charity, he CHARGES charities"
10313,jacquelinisbest,Public Safety Daily is out!  Stories via   
10314,micparrish,"Good things come to those who believe, better things come to those who work hard, and the best things come to those who never give up"
10315,ten_gop, 'Everything Hillary Clinton says about her emails is factually untrue A LIE!'
10316,baobaeham,Next 24 hours crucial Call (202)224-3121 and urge your senators to oppose any health bill that's not bipartisan
10317,traceyhappymom,
10318,leroylovesusa,❌The $$ OWNERS screwed us AGAIN
10319,priceforpierce,Totalitarianism and the Silence of the Lambs: Progressivism is Incremental Totalitarianism
10320,traceyhappymom,can you grab me a beer while you're up?
10321,notritahart,I don't wanna go
10322,peterkistner,Thomas  ist mit der scharfen Kritik von Robert  an seiner Person überhaupt nicht einverstanden
10323,hyddrox,CROOKED MEDIA Will Never Show This: O'Keefe To Release VIDEO Of Democrats Disparaging Black People…
10324,lazykstafford,"News post: ""IN ROLLING STONE, OF ALL PLACES:  Something About This Russia Story Stinks:  Nearly a decade and a h…"" http…"
10325,notritahart,If you like what happened to twitter now you will love what happens to it in the
10326,queenofthewo,Pee Pee's Big Adventure  
10327,giselleevns,the only thing that would make Donald Trump more appealing would be a roll of duct tape
10328,todaycincinnati,Hillary Clinton Aide Playing Donald Trump in Mock Debates
10329,baobaeham,Trump Ag Dept  Orders Hiding of Website Data On Animal Abuse
10330,paolakinck,"Just saw this picture from Trump's rally tonight in Asheville, North Carolina HUGE crowd This is a MOVEMENT!"
10331,puredavie,To low key support Donald Trump
10332,queenofthewo,Reacting to those damned invisible chopped onions
10333,kenzdonovan,"Trillion$ tax 👆,650000 Muslim refugees,1st&amp;2nd amendRestrictions,more military cuts,pass tpp under  ht…"
10334,ameliebaldwin,The Clinton foundation is throwing a lavish party for Bill and won't say who's paying
10335,jasper_fly,Hi Gene is not  just a greeting
10336,ryanmaxwell_1,  
10337,lazykstafford,The most decisive actions of our life  are most often unconsidered actions  – Andre Gide
10338,traceyhappymom,"You fave everyone else's tweet in the convo except mine Nah, actually I just think you're a douche!"
10339,daileyjadon,In the Airedale Tonight   
10340,sternandreas404,Mutti ist die Beste!
10341,ameliebaldwin,  
10342,baobaeham,Trump Tells Everyone Watch Fox Tonight – Starts With Call For Paul Ryan’s Resignation
10343,alecmooooody,2 days ago you flip flopped and endorsed Trump
10344,mr_clampin,How is trump elected candidate ?   
10345,mrclydepratt,"Diamond D, AG &amp; OC on "
10346,giselleevns,I like to wear fedoras
10347,garrettsimpson_,"Do not join those who drink too much wine or gorge themselves on meat,for drunkards &amp; gluttons become poor,&amp; drowsiness…"
10348,notritahart,"There's that one girl who was made just for me,I'm looking and I can't seem to find her but she's out there"
10349,jacquelinisbest,"Yes Shocking, here's the rebuttal   Only care about SEX Right Billy Bush?"
10350,ameliebaldwin,for
10351,laurabaeley,  last i checked koch isnt giving trump major cash is he? He liked jeb or cruz
10352,patriotblake,attacks Jewish group
10353,judelambertusa,I`m sick of our govt! It let this happen! What a hell is going on in our country?!
10354,heyits_toby,Actual hacking: Every reporter needs to understand Sharyl Attkisson’s case against the
10355,emileewaren,sends me another  begging me for $$ I am sick of it:      
10356,hiimkhloe,Just a friendly reminder
10357,jeffreykahunas,"Ken Catalino cartoon lampoon Trump, who complains about insults dirt at him, but also claims (&amp; is) top insulter!"
10358,ameliebaldwin,Obama throws verbal firebombs in Greece protesters against him riot in the street  O flies on o…
10359,emileewaren,Rudy knows leadership He knows Hillary’s leadership has failed to defeat radical Islamic terrorism and Trump will cha…
10360,rh0lbr00k,Barack Obama's Fundamental Change 5 - We lose and they win
10361,lazykstafford,"in  beheads 2 for “sorcery,” boasts of imposing"
10362,phoenixdailynew,"Trump, 'Obamacare' cast shadows over McCain vs Kirkpatrick race"
10363,lazykstafford,"When will Kerry recognize that Muslim ""refugees"" are also committing cultural genocide in Europe?"
10364,priceforpierce,       
10365,logan_whatsup,A donkey kills a Saudi man who was trying to have sexual intercourse
10366,mrclydepratt,88% of Americans  believe the USA should maintain an active role at the United Nations Find out why ⬇️
10367,hiimkhloe,I'm your best friend I will be with you in the best of times and the worst of times
10368,thefoundingson,"Add to the list: rigged election, manipulating the Media, killing those who's against her"
10369,patriotblake,BREAKING: US Commandos Take Out ISIS Leader
10370,_nickluna_,Senate Hearing On Russian Hacking Fail - US gov't fails to produce any new evidence in most recent hearing -
10371,traceyhappymom,You don't need no stinking safe word
10372,marianeuberg1,Der blaue Haken wird weniger exklusiv
10373,tpartynews,Instead of standing for the patriots Obama was always supporting misfits who don't care about anything
10374,jasper_fly,"because, Wow, what a sham"
10375,heyits_toby,Brazil Ends Monsanto Linked Pesticide Use to Fight Zika After It’s Exposed as Cause of Birth Defects
10376,leroylovesusa,Top 10 Ways Obama Violated the Constitution during His Presidency  via 
10377,ten_gop,//tco/iUWr40habx
10378,ten_gop,This is Montrell Jackson a cop killed in  this morning His 4yo son is now without a dad!
10379,evagreen69,"A truck has run into a Christmas market in Berlin, police say There are no immediate details on injuries"
10380,mr_clampin,WHY SO SPURIOUS?!  
10381,crystal1johnson,"Northeast High school in Oakland Park, FL

So proud of this young, strong, articulate girl"
10382,javonhidp,Florida Governor Urges Florida Residents To Evacuate As Hurricane Mathew Approaches: President Barack Obama h https:/…
10383,hollandpatrickk,         🔫 https:…
10384,cassieweltch,Poor Bono
10385,pigeontoday,If you can't think for yourself you'll always do as those who think for you say
10386,malloryjared,   It's cute that you pretend to care about veterans when it conveniently aligns with your dimwitt…
10387,queenofthewo,Hillary Clinton's qualifications
10388,dorothiebell,
10389,notritahart,
10390,cookncooks,Paul Ryan LOSES IT Laughing At Democrats Protesting Trump's Election Certification
10391,kathiemrr,Same Huband But Richer
10392,ameliebaldwin,"In  America, we are all ether ""Deplorable"" or ""living in our parents basements"""
10393,giselleevns,Math  Or maybe I just wasn't paying attention for 18 years
10394,dailysandiego,The Latest:  Obama pushes back against candidates on trade
